Nama Hotel,Tanggal,Harga,Daerah,Bintang,Rating,Latitude,Longitude,LD,PD,Oktober,November,Weekend,AC,Restaurant,24-Hour Front Desk,Elevator,WiFi,Parking,Swimming Pool,Standard Room,Non-Standrad Room,sidoarjo,jember,bayuwangi,batu,kediri,surabaya,malang,pacitan,tuban,jombang,tulungagung,sumenep,probolinggo,ngawi,madiun,pasuruan,pamekasan,bojonegoro,mojokerto,nganjuk,lamongan,magetan,ponorogo,situbondo,gresik,blitar,bondowoso,trenggalek,lumajang,sampang,bangkalan,purworejo
SPOT ON 2022 Darman Family Residence Syariah,1103,76983,bayuwangi,0,7.9,-8.2062687,114.3509867,0.018190397,166948.5,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPOT ON 2022 Darman Family Residence Syariah,1104,76983,bayuwangi,0,7.9,-8.2062687,114.3509867,0.018190397,193984.5,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPOT ON 2022 Darman Family Residence Syariah,1105,76983,bayuwangi,0,7.9,-8.2062687,114.3509867,0.018190397,176484.5,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPOT ON 2022 Darman Family Residence Syariah,1107,76983,bayuwangi,0,7.9,-8.2062687,114.3509867,0.018190397,176953.1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPOT ON 2022 Darman Family Residence Syariah,1108,76983,bayuwangi,0,7.9,-8.2062687,114.3509867,0.018190397,176484.5,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPOT ON 2022 Darman Family Residence Syariah,1120,76983,bayuwangi,0,7.9,-8.2062687,114.3509867,0.019480917,143666.125,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPOT ON 2022 Darman Family Residence Syariah,1121,76983,bayuwangi,0,7.9,-8.2062687,114.3509867,0.019480917,177170.9,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPOT ON 2022 Darman Family Residence Syariah,1122,76983,bayuwangi,0,7.9,-8.2062687,114.3509867,0.019480917,211223.7,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPOT ON 2022 Darman Family Residence Syariah,1123,76983,bayuwangi,0,7.9,-8.2062687,114.3509867,0.019480917,181971.4,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPOT ON 2022 Darman Family Residence Syariah,1124,76983,bayuwangi,0,7.9,-8.2062687,114.3509867,0.019480917,179012.4,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPOT ON 2022 Darman Family Residence Syariah,1126,76983,bayuwangi,0,7.9,-8.2062687,114.3509867,0.019480917,228195,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPOT ON 2022 Darman Family Residence Syariah,1127,76983,bayuwangi,0,7.9,-8.2062687,114.3509867,0.019480917,163183.25,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPOT ON 2022 Darman Family Residence Syariah,1128,76983,bayuwangi,0,7.9,-8.2062687,114.3509867,0.019480917,216705,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPOT ON 2090 Ratna Backpacker Syariah,1101,76984,probolinggo,0,7.8,-7.7528044,113.2127322,0.011398053,141239.4444,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPOT ON 2090 Ratna Backpacker Syariah,1102,76984,probolinggo,0,7.8,-7.7528044,113.2127322,0.011398053,134757.8,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPOT ON 2090 Ratna Backpacker Syariah,1120,76984,probolinggo,0,7.7,-7.7528044,113.2127322,0.011398053,156520.1429,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPOT ON 1958 Asembagus Family,1027,78734,situbondo,2,7.3,-7.75103,114.2345989,0.360032436,180913.4444,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SPOT ON 1958 Asembagus Family,1028,78734,situbondo,2,7.3,-7.75103,114.2345989,0.360032436,169808.6,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SPOT ON 1958 Asembagus Family,1126,78734,situbondo,2,7.3,-7.75103,114.2345989,0.360032436,458463.1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SPOT ON 1958 Asembagus Family,1123,79055,situbondo,2,7.3,-7.75103,114.2345989,0.360032436,182142.1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SPOT ON 1958 Asembagus Family,1124,79656,situbondo,2,7.3,-7.75103,114.2345989,0.360032436,181541.1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Central City Family Residence,1027,79999,bayuwangi,1,8.1,-7.2553033,112.7245004,0.007063082,144952.2222,1,0,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Central City Family Residence,1028,79999,bayuwangi,1,8.1,-7.2553033,112.7245004,0.007063082,142730,1,0,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Central City Family Residence,1122,79999,bayuwangi,1,8.2,-7.2553033,112.7245004,0.007063082,132898.6,0,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Central City Family Residence,1123,79999,bayuwangi,1,8.2,-7.2553033,112.7245004,0.007063082,134708.8,0,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Central City Family Residence,1124,79999,bayuwangi,1,8.2,-7.2553033,112.7245004,0.007063082,135347.7,0,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Central City Family Residence,1125,79999,bayuwangi,1,8.2,-7.2553033,112.7245004,0.007063082,135347.7,0,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salina Hotel Syariah,1027,80000,sidoarjo,0,7.9,-7.4448833,112.7223765,0.009194807,185025.1,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salina Hotel Syariah,1028,80000,sidoarjo,0,7.9,-7.4448833,112.7223765,0.009194807,182293.6,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salina Hotel Syariah,1029,80000,sidoarjo,0,7.9,-7.4448833,112.7223765,0.009194807,188110.5,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salina Hotel Syariah,1030,80000,sidoarjo,0,7.9,-7.4448833,112.7223765,0.009194807,196927.4,1,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salina Hotel Syariah,1031,80000,sidoarjo,0,7.9,-7.4448833,112.7223765,0.009194807,187110.5,1,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salina Hotel Syariah,1101,80000,sidoarjo,0,7.9,-7.4448833,112.7223765,0.009194807,211027,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salina Hotel Syariah,1102,80000,sidoarjo,0,7.9,-7.4448833,112.7223765,0.009194807,214246.2222,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salina Hotel Syariah,1103,80000,sidoarjo,0,7.9,-7.4448833,112.7223765,0.009194807,209335.8889,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salina Hotel Syariah,1104,80000,sidoarjo,0,7.9,-7.4448833,112.7223765,0.009194807,222038.6667,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salina Hotel Syariah,1105,80000,sidoarjo,0,7.9,-7.4448833,112.7223765,0.009194807,211879.4444,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salina Hotel Syariah,1106,80000,sidoarjo,0,7.9,-7.4448833,112.7223765,0.009194807,215154,1,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salina Hotel Syariah,1107,80000,sidoarjo,0,7.9,-7.4448833,112.7223765,0.009194807,199629.5,1,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salina Hotel Syariah,1108,80000,sidoarjo,0,7.9,-7.4448833,112.7223765,0.009194807,190797.4,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
