Nama Hotel,Tanggal,Harga,Daerah,Bintang,Rating,Latitude,Longitude,LD,PD,Oktober,November,Weekend,AC,Restaurant,24-Hour Front Desk,Elevator,WiFi,Parking,Swimming Pool,Standard Room,Non-Standrad Room,karangasem,ogan komering ilir,gianyar,tabanan,buleleng,badung,denpasar,jembrana,bangli,klungkung
Duo Legian Hotel,1030,94050,badung,2,8.6,-8.7093376,115.1730838,0.001575303,206313.5714,1,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0
OYO 3156 Hotel Warta Dua,1120,94211,denpasar,1.5,7.7,-8.6416334,115.2093387,0.005720489,133054.8889,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
OYO 3923 Villa Puri Royan,1029,95264,badung,2,8.2,-8.7687698,115.1703154,0.005386015,363597,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Hadi Poetra Hotel,1022,96000,badung,3,8.2,-8.7282211,115.1767921,0.003580001,204377.5,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Grand Sinar Indah Hotel,1020,96386,badung,3,8.1,-8.7027403,115.16741,0.001783571,192021.6667,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Grand Sinar Indah Hotel,1027,96386,badung,3,8.1,-8.7027403,115.16741,0.001783571,529170.9,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
OYO 90067 Hotel Nuansa Indah,1112,96801,denpasar,1,8,-8.6376466,115.2229544,0.012600761,120168.7778,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
OYO 90067 Hotel Nuansa Indah,1113,96852,denpasar,1,8,-8.6376466,115.2229544,0.012600761,108768.75,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
OYO 1356 Gusti Residence,1101,96905,badung,2,8.5,-8.6058043,115.1692586,0.026971511,453100.6,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
OYO 1356 Gusti Residence,1118,97980,badung,2,8.5,-8.6058043,115.1692586,0.026971511,482589,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
OYO 1356 Gusti Residence,1029,98951,badung,2,8.5,-8.6058043,115.1692586,0.026971511,207764.8889,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
21 Lodge,1026,100000,badung,1,8.3,-8.798556,115.2170365,0.007428888,340409,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
21 Lodge,1027,100000,badung,1,8.3,-8.798556,115.2170365,0.007428888,344653.2222,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
21 Lodge,1028,100000,badung,1,8.3,-8.798556,115.2170365,0.007428888,346370.4444,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
21 Lodge,1029,100000,badung,1,8.3,-8.798556,115.2170365,0.007428888,370625.875,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
21 Lodge,1031,100000,badung,1,8.4,-8.798556,115.2170365,0.007428888,405500.2222,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
21 Lodge,1114,100000,badung,1,8.3,-8.798556,115.2170365,0.007428888,399258.2,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
21 Lodge,1115,100000,badung,1,8.3,-8.798556,115.2170365,0.007428888,388790.5,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
21 Lodge,1116,100000,badung,1,8.3,-8.798556,115.2170365,0.007428888,435444.2,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
21 Lodge,1117,100000,badung,1,8.3,-8.798556,115.2170365,0.007428888,487488.7,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
21 Lodge,1119,100000,badung,1,8.3,-8.798556,115.2170365,0.007428888,451662,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
21 Lodge,1121,100000,badung,1,8.3,-8.798556,115.2170365,0.007428888,307132.2222,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Ayola Bali Jimbaran,1115,100000,badung,3,8.4,-8.7628245,115.1752807,0.006596738,800112.4,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
OYO 3923 Villa Puri Royan,1030,101412,badung,2,8.2,-8.7687698,115.1703154,0.005386015,782705.5,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
OYO 3923 Villa Puri Royan,1026,101980,badung,2,8.2,-8.7687698,115.1703154,0.005386015,702619.5,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
OYO 1356 Gusti Residence,1117,102974,badung,2,8.5,-8.6058043,115.1692586,0.026971511,479486.2222,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
Zizz Convention Hotel,1112,103404,denpasar,3,8.3,-8.633769,115.179138,0.016713393,511317.4,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
Duo Legian Hotel,1028,104303,badung,2,8.6,-8.7093376,115.1730838,0.001575303,156621.2,1,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0
Hotel Sekar Jagat,1020,104767,jembrana,0,7.5,-8.3595671,114.5931775,0.125181716,281399.75,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
Hotel Sekar Jagat,1021,104767,jembrana,0,7.5,-8.3595671,114.5931775,0.125181716,275015,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
Hotel Sekar Jagat,1022,104767,jembrana,0,7.5,-8.3595671,114.5931775,0.125181716,455762.625,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
Hotel Sekar Jagat,1023,104767,jembrana,0,7.5,-8.3595671,114.5931775,0.125181716,449752.2222,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
Hotel Sekar Jagat,1024,104767,jembrana,0,7.5,-8.3595671,114.5931775,0.125181716,446180.7778,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
Hotel Sekar Jagat,1025,104767,jembrana,0,7.5,-8.3595671,114.5931775,0.125181716,525628.9,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
Hotel Sekar Jagat,1026,104767,jembrana,0,7.5,-8.3595671,114.5931775,0.125181716,525628.9,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
Hotel Sekar Jagat,1027,104767,jembrana,0,7.5,-8.3595671,114.5931775,0.125181716,525628.9,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
Hotel Sekar Jagat,1028,104767,jembrana,0,7.5,-8.3595671,114.5931775,0.125181716,255627,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
Hotel Sekar Jagat,1029,104767,jembrana,0,7.5,-8.3595671,114.5931775,0.125181716,244781.875,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
Hotel Sekar Jagat,1030,104767,jembrana,0,7.5,-8.3595671,114.5931775,0.125181716,271230.7778,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
Hotel Sekar Jagat,1031,104767,jembrana,0,7.5,-8.3595671,114.5931775,0.125181716,512208.9,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
Hotel Sekar Jagat,1101,104767,jembrana,0,7.5,-8.3595671,114.5931775,0.125181716,515523.1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
Hotel Sekar Jagat,1112,104767,jembrana,0,7.5,-8.3595671,114.5931775,0.125181716,441790.8889,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
Hotel Sekar Jagat,1113,104767,jembrana,0,7.5,-8.3595671,114.5931775,0.125181716,687846.4,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
Hotel Sekar Jagat,1114,104767,jembrana,0,7.5,-8.3595671,114.5931775,0.125181716,466837.875,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
Hotel Sekar Jagat,1115,104767,jembrana,0,7.5,-8.3595671,114.5931775,0.125181716,453373.8889,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
Hotel Sekar Jagat,1116,104767,jembrana,0,7.5,-8.3595671,114.5931775,0.125181716,585110.8889,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
OYO 1356 Gusti Residence,1031,104796,badung,2,8.5,-8.6058043,115.1692586,0.026971511,462504,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
The Kubu Hotel,1030,105000,badung,2,8,-8.7189484,115.1733533,0.001758499,129271,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
OYO 1356 Gusti Residence,1116,105320,badung,2,8.5,-8.6058043,115.1692586,0.026971511,479291.3333,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
OYO 1762 Hotel Astiti Graha Tanah Lot,1020,105438,tabanan,2,7.2,-8.61426,115.0960526,0.040959241,340041.4286,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Teba House Ubud by ecommerceloka,1120,106392,gianyar,1,8.1,-8.5158625,115.2649503,0.002865077,303003.8889,0,1,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Teba House Ubud by ecommerceloka,1114,107250,gianyar,1,8.1,-8.5158625,115.2649503,0.002865077,269072,0,1,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Teba House Ubud by ecommerceloka,1028,107800,gianyar,1,8.1,-8.5158625,115.2649503,0.002865077,237391.75,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Teba House Ubud by ecommerceloka,1030,107800,gianyar,1,8.1,-8.5158625,115.2649503,0.002865077,252237.2222,1,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
OYO 3923 Villa Puri Royan,1027,108018,badung,2,8.2,-8.7687698,115.1703154,0.005386015,714977.7,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
OYO 3923 Villa Puri Royan,1028,108152,badung,2,8.2,-8.7687698,115.1703154,0.005386015,421169,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Dhyana Pura City Hotel,1113,108432,badung,2,8.3,-8.5776991,115.1823901,0.039772502,188080.5556,0,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Dhyana Pura City Hotel,1114,108432,badung,2,8.3,-8.5776991,115.1823901,0.039772502,160876.8,0,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Dhyana Pura City Hotel,1115,108432,badung,2,8.3,-8.5776991,115.1823901,0.039772502,161009.1,0,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Teba House Ubud by ecommerceloka,1023,108662,gianyar,1,8.1,-8.5158625,115.2649503,0.002865077,286942,1,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Teba House Ubud by ecommerceloka,1118,108680,gianyar,1,8.1,-8.5158625,115.2649503,0.002865077,346852.125,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
The Anara Surf Camp,1031,108800,jembrana,2,7.9,-8.4123764,114.7996999,0.180242937,237337.5556,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
The Anara Surf Camp,1101,108800,jembrana,2,7.9,-8.4123764,114.7996999,0.180242937,264211,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
New Asta Graha,1031,108900,badung,3,8.4,-8.7630452,115.1741545,0.006319529,678771.7778,1,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
New Asta Graha,1101,108900,badung,3,8.4,-8.7630452,115.1741545,0.006319529,835024.8889,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Teba House Ubud by ecommerceloka,1112,109120,gianyar,1,8.1,-8.5158625,115.2649503,0.002865077,225118.625,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Teba House Ubud by ecommerceloka,1116,109120,gianyar,1,8.1,-8.5158625,115.2649503,0.002865077,271100.3333,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Teba House Ubud by ecommerceloka,1117,109120,gianyar,1,8.1,-8.5158625,115.2649503,0.002865077,282615.4444,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Dhyana Pura City Hotel,1020,109755,badung,2,8.3,-8.5776991,115.1823901,0.039772502,169796.125,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Dhyana Pura City Hotel,1021,109755,badung,2,8.3,-8.5776991,115.1823901,0.039772502,147766.625,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Dhyana Pura City Hotel,1022,109755,badung,2,8.3,-8.5776991,115.1823901,0.039772502,163964.8889,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Dhyana Pura City Hotel,1023,109755,badung,2,8.3,-8.5776991,115.1823901,0.039772502,164220.1111,1,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Dhyana Pura City Hotel,1024,109755,badung,2,8.3,-8.5776991,115.1823901,0.039772502,170810,1,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Dhyana Pura City Hotel,1025,109755,badung,2,8.3,-8.5776991,115.1823901,0.039772502,162739,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Dhyana Pura City Hotel,1026,109755,badung,2,8.3,-8.5776991,115.1823901,0.039772502,163587.7778,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Dhyana Pura City Hotel,1027,109755,badung,2,8.3,-8.5776991,115.1823901,0.039772502,174139.2,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Dhyana Pura City Hotel,1028,109755,badung,2,8.3,-8.5776991,115.1823901,0.039772502,179653.3,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Dhyana Pura City Hotel,1029,109755,badung,2,8.3,-8.5776991,115.1823901,0.039772502,183933.7,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Dhyana Pura City Hotel,1030,109755,badung,2,8.3,-8.5776991,115.1823901,0.039772502,185421,1,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Dhyana Pura City Hotel,1031,109755,badung,2,8.3,-8.5776991,115.1823901,0.039772502,177355.9,1,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Dhyana Pura City Hotel,1101,109755,badung,2,8.3,-8.5776991,115.1823901,0.039772502,145237.4444,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Dhyana Pura City Hotel,1112,109755,badung,2,8.3,-8.5776991,115.1823901,0.039772502,172841.5,0,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Dhyana Pura City Hotel,1116,109755,badung,2,8.3,-8.5776991,115.1823901,0.039772502,170272.1,0,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Dhyana Pura City Hotel,1117,109755,badung,2,8.3,-8.5776991,115.1823901,0.039772502,167390.7,0,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
OYO 1356 Gusti Residence,1113,109945,badung,2,8.5,-8.6058043,115.1692586,0.026971511,533096.75,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
Pesona Beach Inn Hotel,1020,110000,badung,2,7.8,-8.7206597,115.1720726,0.001453862,447620,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Pesona Beach Inn Hotel,1021,110000,badung,2,7.8,-8.7206597,115.1720726,0.001453862,284339.8333,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Pesona Beach Inn Hotel,1022,110000,badung,2,7.8,-8.7206597,115.1720726,0.001453862,308318.7,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Pesona Beach Inn Hotel,1023,110000,badung,2,7.8,-8.7206597,115.1720726,0.001453862,297415.4,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Pesona Beach Inn Hotel,1024,110000,badung,2,7.8,-8.7206597,115.1720726,0.001453862,294720.9,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Pesona Beach Inn Hotel,1025,110000,badung,2,7.8,-8.7206597,115.1720726,0.001453862,265075.6,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Pesona Beach Inn Hotel,1026,110000,badung,2,7.8,-8.7206597,115.1720726,0.001453862,262013.9,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Pesona Beach Inn Hotel,1027,110000,badung,2,7.8,-8.7206597,115.1720726,0.001453862,270624.2,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Pesona Beach Inn Hotel,1028,110000,badung,2,7.8,-8.7206597,115.1720726,0.001453862,368682,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Pesona Beach Inn Hotel,1029,110000,badung,2,7.8,-8.7206597,115.1720726,0.001453862,219453,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Pesona Beach Inn Hotel,1030,110000,badung,2,7.8,-8.7206597,115.1720726,0.001453862,230009.6667,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Pesona Beach Inn Hotel,1031,110000,badung,2,7.8,-8.7206597,115.1720726,0.001453862,261919.8,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Pesona Beach Inn Hotel,1101,110000,badung,2,7.8,-8.7206597,115.1720726,0.001453862,255594.6,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Teba House Ubud by ecommerceloka,1101,110000,gianyar,1,8.1,-8.5158625,115.2649503,0.002865077,324047.3333,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Pesona Beach Inn Hotel,1112,110000,badung,2,7.8,-8.7206597,115.1720726,0.001453862,246393,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Pesona Beach Inn Hotel,1114,110000,badung,2,7.8,-8.7206597,115.1720726,0.001453862,262139.3,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Pesona Beach Inn Hotel,1115,110000,badung,2,7.8,-8.7206597,115.1720726,0.001453862,315348.6,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Pesona Beach Inn Hotel,1116,110000,badung,2,7.8,-8.7206597,115.1720726,0.001453862,277425.3,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Pesona Beach Inn Hotel,1117,110000,badung,2,7.8,-8.7206597,115.1720726,0.001453862,261333.625,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Pesona Beach Inn Hotel,1118,110000,badung,2,7.8,-8.7206597,115.1720726,0.001453862,250521.1111,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Pesona Beach Inn Hotel,1119,110000,badung,2,7.8,-8.7206597,115.1720726,0.001453862,254985.7778,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Pesona Beach Inn Hotel,1120,110000,badung,2,7.8,-8.7206597,115.1720726,0.001453862,357064.1,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Pesona Beach Inn Hotel,1121,110000,badung,2,7.8,-8.7206597,115.1720726,0.001453862,280130.2,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
The Kubu Hotel,1113,110250,badung,2,8,-8.7189484,115.1733533,0.001758499,246387.625,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
OYO 1356 Gusti Residence,1025,110351,badung,2,8.5,-8.6058043,115.1692586,0.026971511,492313.2222,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
SPOT ON 1927 Hotel Candra Adigraha,1028,110617,denpasar,2,6.9,-8.6466839,115.2181507,0.009544547,73703.4,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
Troppo Zone Puri Rama Resort,1120,110700,badung,3,7.4,-8.7174626,115.1751449,0.001483093,125451.2,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Troppo Zone Puri Rama Resort,1121,110700,badung,3,7.4,-8.7174626,115.1751449,0.001483093,124312.8,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Teba House Ubud by ecommerceloka,1020,110880,gianyar,1,8.1,-8.5158625,115.2649503,0.002865077,205897.375,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Teba House Ubud by ecommerceloka,1022,110880,gianyar,1,8.1,-8.5158625,115.2649503,0.002865077,251213,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
OYO 1762 Hotel Astiti Graha Tanah Lot,1101,111088,tabanan,2,7.2,-8.61426,115.0960526,0.040959241,230574.4444,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
OYO 3923 Villa Puri Royan,1031,111659,badung,2,8.2,-8.7687698,115.1703154,0.005386015,677652.7778,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
SPOT ON 1927 Hotel Candra Adigraha,1114,111713,denpasar,2,6.9,-8.6466839,115.2181507,0.009544547,72575.77778,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
SPOT ON 1927 Hotel Candra Adigraha,1115,111898,denpasar,2,6.9,-8.6466839,115.2181507,0.009544547,77237.88889,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
SPOT ON 1927 Hotel Candra Adigraha,1116,111921,denpasar,2,6.9,-8.6466839,115.2181507,0.009544547,70823.4,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
SPOT ON 1927 Hotel Candra Adigraha,1101,111945,denpasar,2,6.9,-8.6466839,115.2181507,0.009544547,63861.4,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
