Nama Hotel,Tanggal,Harga,Daerah,Bintang,Rating,Latitude,Longitude,LD,PD,Oktober,November,Weekend,AC,Restaurant,24-Hour Front Desk,Elevator,WiFi,Parking,Swimming Pool,Standard Room,Non-Standrad Room,sidoarjo,jember,bayuwangi,batu,kediri,surabaya,malang,pacitan,tuban,jombang,tulungagung,sumenep,probolinggo,ngawi,madiun,pasuruan,pamekasan,bojonegoro,mojokerto,nganjuk,lamongan,magetan,ponorogo,situbondo,gresik,blitar,bondowoso,trenggalek,lumajang,sampang,bangkalan,purworejo
SPOT ON 1958 Asembagus Family,1116,74986,situbondo,2,7.3,-7.75103,114.2345989,0.360032436,181725,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SPOT ON 1958 Asembagus Family,1117,74986,situbondo,2,7.3,-7.75103,114.2345989,0.360032436,185583.3333,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SPOT ON 1958 Asembagus Family,1121,74986,situbondo,2,7.3,-7.75103,114.2345989,0.360032436,181379.3333,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SPOT ON 2090 Ratna Backpacker Syariah,1118,75251,probolinggo,0,7.7,-7.7528044,113.2127322,0.011398053,97969.55556,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPOT ON 1972 Aman Family Inn Syariah,1112,75373,ponorogo,0,6.5,-7.8708483,111.4703767,0.079162262,176517.6,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SPOT ON 1972 Aman Family Inn Syariah,1029,75566,ponorogo,0,6.2,-7.8708483,111.4703767,0.079162262,196883.3333,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SPOT ON 2042 Ijen Creater Family Residence Syariah,1118,76935,bayuwangi,0,8.3,-8.1396288,114.3901754,0.026464921,342134.6,0,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPOT ON 2022 Darman Family Residence Syariah,1021,76983,bayuwangi,0,7.9,-8.2062687,114.3509867,0.018190397,202393.7,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPOT ON 2022 Darman Family Residence Syariah,1023,76983,bayuwangi,0,7.9,-8.2062687,114.3509867,0.018190397,178291.2,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPOT ON 2022 Darman Family Residence Syariah,1026,76983,bayuwangi,0,7.9,-8.2062687,114.3509867,0.018190397,179711,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPOT ON 2022 Darman Family Residence Syariah,1031,76983,bayuwangi,0,7.9,-8.2062687,114.3509867,0.018190397,174384.1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPOT ON 2022 Darman Family Residence Syariah,1116,76983,bayuwangi,0,7.9,-8.2062687,114.3509867,0.019480917,178160.9,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPOT ON 2090 Ratna Backpacker Syariah,1023,76984,probolinggo,0,7.8,-7.7528044,113.2127322,0.011398053,128432.9,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPOT ON 1972 Aman Family Inn Syariah,1113,77821,ponorogo,0,6.5,-7.8708483,111.4703767,0.079162262,206468.8333,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SPOT ON 2046 Villa Hardi,1114,77901,batu,0,8,-7.8632824,112.4936365,0.012987172,297146.25,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPOT ON 1958 Asembagus Family,1020,78734,situbondo,2,7.3,-7.75103,114.2345989,0.360032436,244932,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SPOT ON 1958 Asembagus Family,1021,78734,situbondo,2,7.3,-7.75103,114.2345989,0.360032436,128286,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SPOT ON 1958 Asembagus Family,1022,78734,situbondo,2,7.3,-7.75103,114.2345989,0.360032436,180768.4444,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SPOT ON 1958 Asembagus Family,1024,78734,situbondo,2,7.3,-7.75103,114.2345989,0.360032436,180744.5,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SPOT ON 1958 Asembagus Family,1025,78734,situbondo,2,7.3,-7.75103,114.2345989,0.360032436,181521.9,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SPOT ON 1958 Asembagus Family,1026,78734,situbondo,2,7.3,-7.75103,114.2345989,0.360032436,175480.7,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SPOT ON 1958 Asembagus Family,1027,78734,situbondo,2,7.3,-7.75103,114.2345989,0.360032436,177311.6,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SPOT ON 1958 Asembagus Family,1028,78734,situbondo,2,7.3,-7.75103,114.2345989,0.360032436,186506.6,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SPOT ON 2090 Ratna Backpacker Syariah,1117,78831,probolinggo,0,7.7,-7.7528044,113.2127322,0.011398053,350253,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPOT ON 2090 Ratna Backpacker Syariah,1101,79112,probolinggo,0,7.8,-7.7528044,113.2127322,0.011398053,135107.6,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPOT ON 1972 Aman Family Inn Syariah,1024,79132,ponorogo,0,6.2,-7.8708483,111.4703767,0.079162262,196385,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SPOT ON 1972 Aman Family Inn Syariah,1120,79403,ponorogo,0,6.5,-7.8708483,111.4703767,0.079162262,175214,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SPOT ON 2090 Ratna Backpacker Syariah,1031,79461,probolinggo,0,7.8,-7.7528044,113.2127322,0.011398053,127968.1,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPOT ON 1972 Aman Family Inn Syariah,1021,79747,ponorogo,0,6.2,-7.8708483,111.4703767,0.079162262,134768.8889,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SPOT ON 2090 Ratna Backpacker Syariah,1024,79934,probolinggo,0,7.8,-7.7528044,113.2127322,0.011398053,127456.9,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPOT ON 2042 Ijen Creater Family Residence Syariah,1115,79996,bayuwangi,0,8.3,-8.1396288,114.3901754,0.026464921,357985.2,0,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Central City Family Residence,1026,79999,bayuwangi,1,8.2,-7.2553033,112.7245004,0.007063082,127435.1,1,0,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Central City Family Residence,1027,79999,bayuwangi,1,8.2,-7.2553033,112.7245004,0.007063082,123911.4,1,0,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Central City Family Residence,1028,79999,bayuwangi,1,8.2,-7.2553033,112.7245004,0.007063082,124757.6,1,0,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Central City Family Residence,1115,79999,bayuwangi,1,8.2,-7.2553033,112.7245004,0.007063082,125143.1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Central City Family Residence,1116,79999,bayuwangi,1,8.2,-7.2553033,112.7245004,0.007063082,135348,0,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Central City Family Residence,1117,79999,bayuwangi,1,8.2,-7.2553033,112.7245004,0.007063082,140581.5,0,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Central City Family Residence,1118,79999,bayuwangi,1,8.2,-7.2553033,112.7245004,0.007063082,130925.8,0,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salina Hotel Syariah,1020,80000,sidoarjo,0,7.9,-7.4448833,112.7223765,0.009194807,192940,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salina Hotel Syariah,1021,80000,sidoarjo,0,7.9,-7.4448833,112.7223765,0.009194807,197477.6667,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salina Hotel Syariah,1022,80000,sidoarjo,0,7.9,-7.4448833,112.7223765,0.009194807,200164,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salina Hotel Syariah,1023,80000,sidoarjo,0,7.9,-7.4448833,112.7223765,0.009194807,225089.3333,1,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salina Hotel Syariah,1024,80000,sidoarjo,0,7.9,-7.4448833,112.7223765,0.009194807,201620.2222,1,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salina Hotel Syariah,1025,80000,sidoarjo,0,7.9,-7.4448833,112.7223765,0.009194807,182785.7,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salina Hotel Syariah,1026,80000,sidoarjo,0,7.9,-7.4448833,112.7223765,0.009194807,201892.8889,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salina Hotel Syariah,1027,80000,sidoarjo,0,7.9,-7.4448833,112.7223765,0.009194807,190323.2222,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salina Hotel Syariah,1028,80000,sidoarjo,0,7.9,-7.4448833,112.7223765,0.009194807,205179.1111,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salina Hotel Syariah,1029,80000,sidoarjo,0,7.9,-7.4448833,112.7223765,0.009194807,207879,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salina Hotel Syariah,1030,80000,sidoarjo,0,7.9,-7.4448833,112.7223765,0.009194807,203005.1111,1,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salina Hotel Syariah,1031,80000,sidoarjo,0,7.9,-7.4448833,112.7223765,0.009194807,198703.5556,1,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salina Hotel Syariah,1101,80000,sidoarjo,0,7.9,-7.4448833,112.7223765,0.009194807,194483.1111,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salina Hotel Syariah,1112,80000,sidoarjo,0,7.9,-7.4448833,112.7223765,0.009194807,220332.5,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salina Hotel Syariah,1113,80000,sidoarjo,0,7.9,-7.4448833,112.7223765,0.009194807,186880,0,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salina Hotel Syariah,1114,80000,sidoarjo,0,7.9,-7.4448833,112.7223765,0.009194807,171410.2,0,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salina Hotel Syariah,1115,80000,sidoarjo,0,7.9,-7.4448833,112.7223765,0.009194807,183309.9,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salina Hotel Syariah,1116,80000,sidoarjo,0,7.9,-7.4448833,112.7223765,0.009194807,228443.1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salina Hotel Syariah,1117,80000,sidoarjo,0,7.9,-7.4448833,112.7223765,0.009194807,276104.3,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salina Hotel Syariah,1118,80000,sidoarjo,0,7.9,-7.4448833,112.7223765,0.009194807,245903.1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salina Hotel Syariah,1119,80000,sidoarjo,0,7.9,-7.4448833,112.7223765,0.009194807,183837.8889,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salina Hotel Syariah,1121,80000,sidoarjo,0,7.9,-7.4448833,112.7223765,0.009194807,177577.9,0,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPOT ON 2090 Ratna Backpacker Syariah,1022,80106,probolinggo,0,7.8,-7.7528044,113.2127322,0.011398053,129821.9,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPOT ON 1773 Ilyasa Family,1112,80262,sidoarjo,1,8.1,-7.6550531,111.5183768,0.022041556,605904.6667,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPOT ON 1773 Ilyasa Family,1113,80387,sidoarjo,1,8.1,-7.6550531,111.5183768,0.022041556,262608.1429,0,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPOT ON 1972 Aman Family Inn Syariah,1101,80430,ponorogo,0,6.2,-7.8708483,111.4703767,0.079162262,194741.4,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SPOT ON 2022 Darman Family Residence Syariah,1114,80831,bayuwangi,0,7.9,-8.2062687,114.3509867,0.019480917,170338.6,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPOT ON 2090 Ratna Backpacker Syariah,1030,80833,probolinggo,0,7.8,-7.7528044,113.2127322,0.011398053,133674.9,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
