Nama Hotel,Tanggal,Harga,Daerah,Bintang,Rating,Latitude,Longitude,LD,PD,Oktober,November,Weekend,AC,Restaurant,24-Hour Front Desk,Elevator,WiFi,Parking,Swimming Pool,Standard Room,Non-Standrad Room,sleman,yogyakarta,bantul,kulon progo,gunungkidul
Jogja Backpacker Rooms,1106,99000,sleman,0,8.2,-7.7474983,110.4211175,0.014362485,86145.7,1,0,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0
Jogja Backpacker Rooms,1107,99000,sleman,0,8.2,-7.7474983,110.4211175,0.014362485,70349.4,1,0,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0
Jogja Backpacker Rooms,1108,99000,sleman,0,8.2,-7.7474983,110.4211175,0.014362485,68963.9,1,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0
Dieng Hotel Permai Yogyakarta,1027,99000,yogyakarta,1,7.5,-7.7859389,110.3630545,0.001982539,281391.7,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0
Dieng Hotel Permai Yogyakarta,1028,99000,yogyakarta,1,7.5,-7.7859389,110.3630545,0.001982539,294472.7,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0
Dieng Hotel Permai Yogyakarta,1029,99000,yogyakarta,1,7.5,-7.7859389,110.3630545,0.001982539,432668.2,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0
Dieng Hotel Permai Yogyakarta,1030,99000,yogyakarta,1,7.5,-7.7859389,110.3630545,0.001982539,449142.5714,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0
Dieng Hotel Permai Yogyakarta,1031,99000,yogyakarta,1,7.5,-7.7859389,110.3630545,0.001982539,284884,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0
Dieng Hotel Permai Yogyakarta,1101,99000,yogyakarta,1,7.5,-7.7859389,110.3630545,0.001982539,279534.5,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0
Dieng Hotel Permai Yogyakarta,1102,99000,yogyakarta,1,7.5,-7.7859389,110.3630545,0.001982539,286596.6,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0
Dieng Hotel Permai Yogyakarta,1103,99000,yogyakarta,1,7.5,-7.7859389,110.3630545,0.001982539,269078,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0
Dieng Hotel Permai Yogyakarta,1104,99000,yogyakarta,1,7.5,-7.7859389,110.3630545,0.001982539,272464.875,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0
Dieng Hotel Permai Yogyakarta,1105,99000,yogyakarta,1,7.5,-7.7859389,110.3630545,0.001982539,367149,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0
Dieng Hotel Permai Yogyakarta,1106,99000,yogyakarta,1,7.5,-7.7859389,110.3630545,0.001982539,397003.4,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0
Jogja Backpacker Rooms,1119,99000,sleman,0,8.2,-7.7474983,110.4211175,0.014362485,106691.8,0,1,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0
Jogja Backpacker Rooms,1120,99000,sleman,0,8.2,-7.7474983,110.4211175,0.014362485,180409.5714,0,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0
Jogja Backpacker Rooms,1121,99000,sleman,0,8.2,-7.7474983,110.4211175,0.014362485,79950.875,0,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0
Jogja Backpacker Rooms,1122,99000,sleman,0,8.2,-7.7474983,110.4211175,0.014362485,80669.5,0,1,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0
Jogja Backpacker Rooms,1123,99000,sleman,0,8.2,-7.7474983,110.4211175,0.014362485,72814.77778,0,1,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0
Jogja Backpacker Rooms,1124,99000,sleman,0,8.2,-7.7474983,110.4211175,0.014362485,74145.88889,0,1,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0
Jogja Backpacker Rooms,1125,99000,sleman,0,8.2,-7.7474983,110.4211175,0.014362485,76180.55556,0,1,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0
Jogja Backpacker Rooms,1126,99000,sleman,0,8.2,-7.7474983,110.4211175,0.014362485,108622.6667,0,1,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0
Jogja Backpacker Rooms,1127,99000,sleman,0,8.2,-7.7474983,110.4211175,0.014362485,170137.6667,0,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0
Jogja Backpacker Rooms,1128,99000,sleman,0,8.2,-7.7474983,110.4211175,0.014362485,99995,0,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0
Griya Godean Yogyakarta,1119,99001,bantul,0,6.4,-7.7803536,110.3468983,0.014209556,169275.5,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
Griya Godean Yogyakarta,1120,99001,bantul,0,6.4,-7.7803536,110.3468983,0.014209556,222403.6667,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
Griya Godean Yogyakarta,1121,99001,bantul,0,6.4,-7.7803536,110.3468983,0.014209556,148877.3,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
Griya Godean Yogyakarta,1122,99001,bantul,0,6.4,-7.7803536,110.3468983,0.014209556,135001.8,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
Griya Godean Yogyakarta,1123,99001,bantul,0,6.4,-7.7803536,110.3468983,0.014209556,137317,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
Griya Godean Yogyakarta,1124,99001,bantul,0,6.4,-7.7803536,110.3468983,0.014209556,132368.3333,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
Griya Godean Yogyakarta,1125,99001,bantul,0,6.4,-7.7803536,110.3468983,0.014209556,170529.4444,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
Griya Godean Yogyakarta,1126,99001,bantul,0,6.4,-7.7803536,110.3468983,0.014209556,141438.2,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
Griya Godean Yogyakarta,1107,99361,bantul,0,6.4,-7.7803536,110.3468983,0.014209556,171438.5,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
OYO 1643 Grand Monica Near Jogja International Hospital,1027,99996,sleman,0,6.9,-7.76752,110.3970324,0.003863086,118517.5,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0
Hotel Jambu Indah Purnama,1027,100000,yogyakarta,0,7.7,-7.7937931,110.3702777,0.003125112,158500,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
Hotel Jambu Indah Purnama,1028,100000,yogyakarta,0,7.7,-7.7937931,110.3702777,0.003125112,158500,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
Hotel Jambu Indah Purnama,1029,100000,yogyakarta,0,7.7,-7.7937931,110.3702777,0.003125112,211850,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
Hotel Jambu Indah Purnama,1030,100000,yogyakarta,0,7.7,-7.7937931,110.3702777,0.003125112,254150,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0
Hotel Jambu Indah Purnama,1031,100000,yogyakarta,0,7.7,-7.7937931,110.3702777,0.003125112,171150,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0
Hotel Jambu Indah Purnama,1101,100000,yogyakarta,0,7.7,-7.7937931,110.3702777,0.003125112,185833.3333,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
Hotel Jambu Indah Purnama,1102,100000,yogyakarta,0,7.7,-7.7937931,110.3702777,0.003125112,185833.3333,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
Hotel Jambu Indah Purnama,1103,100000,yogyakarta,0,7.7,-7.7937931,110.3702777,0.003125112,188055.5556,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
Hotel Jambu Indah Purnama,1104,100000,yogyakarta,0,7.7,-7.7937931,110.3702777,0.003125112,199166.6667,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
Hotel Jambu Indah Purnama,1105,100000,yogyakarta,0,7.7,-7.7937931,110.3702777,0.003125112,387611.1111,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
Hotel Jambu Indah Purnama,1106,100000,yogyakarta,0,7.7,-7.7937931,110.3702777,0.003125112,382650,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0
Hotel Jambu Indah Purnama,1107,100000,yogyakarta,0,7.7,-7.7937931,110.3702777,0.003125112,178400,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0
Hotel Jambu Indah Purnama,1108,100000,yogyakarta,0,7.7,-7.7937931,110.3702777,0.003125112,170150,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
Hotel Srikandi Baru,1027,100000,sleman,1,7.8,-7.7573512,110.3836327,0.003337354,171817.5,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0
Hotel Srikandi Baru,1028,100000,sleman,1,7.8,-7.7573512,110.3836327,0.003337354,177817.5,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0
Hotel Srikandi Baru,1029,100000,sleman,1,7.8,-7.7573512,110.3836327,0.003337354,194203.6,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0
Hotel Srikandi Baru,1030,100000,sleman,1,7.8,-7.7573512,110.3836327,0.003337354,214168.5,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0
Hotel Srikandi Baru,1031,100000,sleman,1,7.8,-7.7573512,110.3836327,0.003337354,173287.4,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0
Hotel Srikandi Baru,1101,100000,sleman,1,7.8,-7.7573512,110.3836327,0.003337354,183367.4,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0
Hotel Srikandi Baru,1102,100000,sleman,1,7.8,-7.7573512,110.3836327,0.003337354,183367.4,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0
Hotel Srikandi Baru,1103,100000,sleman,1,7.8,-7.7573512,110.3836327,0.003337354,180007.9,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0
Hotel Srikandi Baru,1104,100000,sleman,1,7.8,-7.7573512,110.3836327,0.003337354,180797.9,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0
Hotel Srikandi Baru,1105,100000,sleman,1,7.8,-7.7573512,110.3836327,0.003337354,214968,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0
Hotel Srikandi Baru,1106,100000,sleman,1,7.8,-7.7573512,110.3836327,0.003337354,240888.1,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0
Hotel Srikandi Baru,1107,100000,sleman,1,7.8,-7.7573512,110.3836327,0.003337354,186770.5,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0
Hotel Srikandi Baru,1108,100000,sleman,1,7.8,-7.7573512,110.3836327,0.003337354,207997.9,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0
Hotel Purnama IV Yogyakarta,1028,100000,sleman,0,7.7,-7.7563246,110.3892714,0.005833527,206391.6,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0
Hotel Purnama IV Yogyakarta,1029,100000,sleman,0,7.7,-7.7563246,110.3892714,0.005833527,246547.7,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0
Hotel Purnama IV Yogyakarta,1031,100000,sleman,0,7.7,-7.7563246,110.3892714,0.005833527,197691.5,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0
Hotel Purnama IV Yogyakarta,1102,100000,sleman,0,7.7,-7.7563246,110.3892714,0.005833527,222891.5,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0
Hotel Purnama IV Yogyakarta,1104,100000,sleman,0,7.7,-7.7563246,110.3892714,0.005833527,221891.5,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0
Hotel Purnama IV Yogyakarta,1105,100000,sleman,0,7.7,-7.7563246,110.3892714,0.005833527,257861.6,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0
Hotel Purnama IV Yogyakarta,1106,100000,sleman,0,7.7,-7.7563246,110.3892714,0.005833527,322021.7,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0
Hotel Purnama IV Yogyakarta,1107,100000,sleman,0,7.7,-7.7563246,110.3892714,0.005833527,230564.1,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0
Hotel Purnama IV Yogyakarta,1108,100000,sleman,0,7.7,-7.7563246,110.3892714,0.005833527,251791.5,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0
Satya Graha Hotel,1027,100000,yogyakarta,0,8.3,-7.8157542,110.3879278,0.004681612,107450,1,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0
Satya Graha Hotel,1028,100000,yogyakarta,0,8.3,-7.8157542,110.3879278,0.004681612,125960.1,1,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0
Satya Graha Hotel,1029,100000,yogyakarta,0,8.3,-7.8157542,110.3879278,0.004681612,160177.7778,1,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0
Pakem Sari Hotel & Resto,1029,100000,sleman,0,7,-7.6633438,110.4136656,0.052180203,194913,1,0,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0
Pakem Sari Hotel & Resto,1030,100000,sleman,0,7,-7.6633438,110.4136656,0.052180203,210468.5556,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0
Hotel Karunia Yogyakarta,1027,100000,yogyakarta,0,8.2,-7.7914838,110.3626074,0.000650513,171067.7,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0
Hotel Karunia Yogyakarta,1028,100000,yogyakarta,0,8.2,-7.7914838,110.3626074,0.000650513,172189.5,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0
Hotel Karunia Yogyakarta,1029,100000,yogyakarta,0,8.2,-7.7914838,110.3626074,0.000650513,244080.7778,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0
Hotel Karunia Yogyakarta,1030,100000,yogyakarta,0,8.2,-7.7914838,110.3626074,0.000650513,238455,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0
Hotel Karunia Yogyakarta,1031,100000,yogyakarta,0,8.2,-7.7914838,110.3626074,0.000650513,192724.4,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0
Hotel Karunia Yogyakarta,1119,100000,yogyakarta,0,8.2,-7.7914838,110.3626074,0.000650513,277242.625,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0
Hotel Karunia Yogyakarta,1120,100000,yogyakarta,0,8.2,-7.7914838,110.3626074,0.000650513,314714.5,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0
Hotel Karunia Yogyakarta,1121,100000,yogyakarta,0,8.2,-7.7914838,110.3626074,0.000650513,220923.1,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0
Hotel Karunia Yogyakarta,1122,100000,yogyakarta,0,8.2,-7.7914838,110.3626074,0.000650513,215210,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0
Hotel Karunia Yogyakarta,1123,100000,yogyakarta,0,8.2,-7.7914838,110.3626074,0.000650513,231639.5,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0
Hotel Karunia Yogyakarta,1124,100000,yogyakarta,0,8.2,-7.7914838,110.3626074,0.000650513,219884.9,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0
Hotel Karunia Yogyakarta,1125,100000,yogyakarta,0,8.2,-7.7914838,110.3626074,0.000650513,235684.6667,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0
Hotel Karunia Yogyakarta,1126,100000,yogyakarta,0,8.2,-7.7914838,110.3626074,0.000650513,163191.25,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0
Hotel Karunia Yogyakarta,1127,100000,yogyakarta,0,8.2,-7.7914838,110.3626074,0.000650513,237901,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0
Hotel Karunia Yogyakarta,1128,100000,yogyakarta,0,8.2,-7.7914838,110.3626074,0.000650513,237590.5,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0
Hotel Jambu Indah Purnama,1119,100000,yogyakarta,0,7.7,-7.7937931,110.3702777,0.003125112,246225,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
Hotel Jambu Indah Purnama,1120,100000,yogyakarta,0,7.7,-7.7937931,110.3702777,0.003125112,313357.1429,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0
Hotel Jambu Indah Purnama,1121,100000,yogyakarta,0,7.7,-7.7937931,110.3702777,0.003125112,180200,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0
Hotel Jambu Indah Purnama,1122,100000,yogyakarta,0,7.7,-7.7937931,110.3702777,0.003125112,215700,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
Hotel Jambu Indah Purnama,1123,100000,yogyakarta,0,7.7,-7.7937931,110.3702777,0.003125112,216325,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
Hotel Jambu Indah Purnama,1124,100000,yogyakarta,0,7.7,-7.7937931,110.3702777,0.003125112,222027.7778,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
Hotel Jambu Indah Purnama,1125,100000,yogyakarta,0,7.7,-7.7937931,110.3702777,0.003125112,217325,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
Hotel Jambu Indah Purnama,1126,100000,yogyakarta,0,7.7,-7.7937931,110.3702777,0.003125112,126218.75,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
Hotel Jambu Indah Purnama,1127,100000,yogyakarta,0,7.7,-7.7937931,110.3702777,0.003125112,387166.6667,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0
Hotel Jambu Indah Purnama,1128,100000,yogyakarta,0,7.7,-7.7937931,110.3702777,0.003125112,188325,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0
Hotel Purnama IV Yogyakarta,1119,100000,sleman,0,7.7,-7.7563246,110.3892714,0.005833527,238834.1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0
Hotel Purnama IV Yogyakarta,1120,100000,sleman,0,7.7,-7.7563246,110.3892714,0.005833527,453778.1111,0,1,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0
Hotel Purnama IV Yogyakarta,1121,100000,sleman,0,7.7,-7.7563246,110.3892714,0.005833527,237153.6,0,1,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0
Hotel Purnama IV Yogyakarta,1122,100000,sleman,0,7.7,-7.7563246,110.3892714,0.005833527,235356.7,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0
Hotel Purnama IV Yogyakarta,1123,100000,sleman,0,7.7,-7.7563246,110.3892714,0.005833527,235394.4,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0
Hotel Purnama IV Yogyakarta,1124,100000,sleman,0,7.7,-7.7563246,110.3892714,0.005833527,191174.3333,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0
Hotel Purnama IV Yogyakarta,1125,100000,sleman,0,7.7,-7.7563246,110.3892714,0.005833527,223411.3,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0
Hotel Purnama IV Yogyakarta,1126,100000,sleman,0,7.7,-7.7563246,110.3892714,0.005833527,263161.7,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0
Hotel Purnama IV Yogyakarta,1127,100000,sleman,0,7.7,-7.7563246,110.3892714,0.005833527,292855.1111,0,1,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0
Hotel Purnama IV Yogyakarta,1128,100000,sleman,0,7.7,-7.7563246,110.3892714,0.005833527,240934.4,0,1,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0
Hotel Srikandi Baru,1119,100000,sleman,1,7.7,-7.7573512,110.3836327,0.003337354,211106.1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0
Hotel Srikandi Baru,1120,100000,sleman,1,7.7,-7.7573512,110.3836327,0.003337354,291597.875,0,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0
Hotel Srikandi Baru,1121,100000,sleman,1,7.7,-7.7573512,110.3836327,0.003337354,193239.5,0,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0
Hotel Srikandi Baru,1122,100000,sleman,1,7.7,-7.7573512,110.3836327,0.003337354,188572.6,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0
Hotel Srikandi Baru,1123,100000,sleman,1,7.7,-7.7573512,110.3836327,0.003337354,188610.3,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0
Hotel Srikandi Baru,1124,100000,sleman,1,7.7,-7.7573512,110.3836327,0.003337354,176472.8,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0
Hotel Srikandi Baru,1125,100000,sleman,1,7.7,-7.7573512,110.3836327,0.003337354,176627.2,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0
Hotel Srikandi Baru,1126,100000,sleman,1,7.7,-7.7573512,110.3836327,0.003337354,241593.1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0
Hotel Srikandi Baru,1128,100000,sleman,1,7.7,-7.7573512,110.3836327,0.003337354,197400.3,0,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0
