Nama Hotel,Tanggal,Harga,Daerah,Bintang,Rating,Latitude,Longitude,LD,PD,Oktober,November,Weekend,AC,Restaurant,24-Hour Front Desk,Elevator,WiFi,Parking,Swimming Pool,Standard Room,Non-Standrad Room,sukabumi,cianjur,bekasi,cirebon,bandung,bogor,sumedang,banjar,subang,karawang,tasikmalaya,majalengka,purwakarta,garut,jakarta selatan,kuningan,pengandaran,ciamis,pangandaran,indramayu,depok
SPOT ON 2054 Arimbi 3 Near Santosa Hospital,1113,88497,karawang,0,5.8,-6.915824,107.6017438,0.002477729,391542.875,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SPOT ON 2054 Arimbi 3 Near Santosa Hospital,1114,88497,karawang,0,5.8,-6.915824,107.6017438,0.002477729,227186.3,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SPOT ON 90632 Hotel Pelangi Indah Paskal,1115,88552,karawang,0,6.4,-6.9098629,107.5979708,0.00228728,285950.4,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SPOT ON 90171 Pondok Kuning,1114,88920,sumedang,0,6.9,-6.9373053,107.7606805,0.01715938,228127.5,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPOT ON 90171 Pondok Kuning,1115,89051,sumedang,0,7,-6.9373053,107.7606805,0.01715938,231875,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OYO 3753 Cassa Dua Hotel,1115,89064,bandung,2,7.6,-6.8897582,107.5782557,0.005102401,120097.6667,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OYO 2088 Grha Blue Sky Syariah,1114,89233,bandung,0,7.6,-6.8843381,107.5780666,0.004496674,176626.3,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OYO 2088 Grha Blue Sky Syariah,1115,89233,bandung,0,7.6,-6.8843381,107.5780666,0.004496674,194186.2222,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPOT ON 2584 Hotel Karya Nunggal Asri,1120,89634,bandung,0,6.7,-6.8072299,107.9868897,0.163373992,229886.6667,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPOT ON 2584 Hotel Karya Nunggal Asri,1117,89668,bandung,0,6.7,-6.8072299,107.9868897,0.163373992,244750.3,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPOT ON 90632 Hotel Pelangi Indah Paskal,1101,89946,karawang,0,0,-6.9098629,107.5979708,0.00228728,307354.3,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SPOT ON 2584 Hotel Karya Nunggal Asri,1020,89996,bandung,0,6.7,-6.8072299,107.9868897,0.163373992,251300.1667,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPOT ON 90632 Hotel Pelangi Indah Paskal,1117,90125,karawang,0,6.6,-6.9098629,107.5979708,0.00228728,346655.6,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SPOT ON 2584 Hotel Karya Nunggal Asri,1113,91164,bandung,0,6.7,-6.8072299,107.9868897,0.163373992,268714.8571,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OYO 90621 Pondok 23,1120,91224,sumedang,0,7.2,-6.9351279,107.7696196,0.016344881,236347.625,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPOT ON 90632 Hotel Pelangi Indah Paskal,1121,91282,karawang,0,6.5,-6.9098629,107.5979708,0.00228728,325174.5,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SPOT ON 90632 Hotel Pelangi Indah Paskal,1113,91503,karawang,0,6.5,-6.9098629,107.5979708,0.00228728,824764,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SPOT ON 1055 Sakura Homestay Syariah,1114,91667,bogor,0,7.3,-6.3797773,106.9926581,0.078020392,188804.6667,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPOT ON 90171 Pondok Kuning,1020,92147,sumedang,0,6.6,-6.9373053,107.7606805,0.01715938,233368.7778,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPOT ON 2584 Hotel Karya Nunggal Asri,1029,92939,bandung,0,6.7,-6.8072299,107.9868897,0.163373992,254142.6,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OYO 2676 Cathaleya Homestay Syariah,1120,93098,karawang,0,7.1,-6.3021642,107.2985094,0.009443542,117257.6,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SPOT ON 90632 Hotel Pelangi Indah Paskal,1118,93259,karawang,0,6.5,-6.9098629,107.5979708,0.00228728,359610.3333,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
OYO 3753 Cassa Dua Hotel,1114,93287,bandung,2,7.6,-6.8897582,107.5782557,0.005102401,122749.3,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OYO 1970 Hotel Priangan Tasikmalaya,1115,93310,tasikmalaya,0,7.1,-7.3272654,108.2190871,0.011722581,291713.5556,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OYO 90621 Pondok 23,1112,93481,sumedang,0,7.3,-6.9351279,107.7696196,0.016344881,248837,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OYO 90621 Pondok 23,1117,93481,sumedang,0,7.5,-6.9351279,107.7696196,0.016344881,248443.2,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OYO 90621 Pondok 23,1119,93614,sumedang,0,7.5,-6.9351279,107.7696196,0.016344881,282448.4444,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPOT ON 90632 Hotel Pelangi Indah Paskal,1112,93674,karawang,0,6.5,-6.9098629,107.5979708,0.00228728,482836.8889,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Spot ON 2726 Kopo 355 Syariah,1112,94425,bandung,0,7.7,-6.9461058,107.5894906,0.013196175,305244.125,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spot ON 2726 Kopo 355 Syariah,1115,94425,bandung,0,7.7,-6.9461058,107.5894906,0.013196175,236432.5556,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OYO 90511 Pondok Damai Guest House Syariah,1112,94426,cirebon,0,6.8,-6.7135781,108.5307682,0.009792935,439464.6667,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spot ON 2726 Kopo 355 Syariah,1120,94464,bandung,0,7.7,-6.9461058,107.5894906,0.013196175,417383.375,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OYO 3753 Cassa Dua Hotel,1020,94499,bandung,2,7.6,-6.8897582,107.5782557,0.005102401,150101.75,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spot ON 2726 Kopo 355 Syariah,1116,94726,bandung,0,7.7,-6.9461058,107.5894906,0.013196175,216213.4,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPOT ON 90632 Hotel Pelangi Indah Paskal,1021,94939,karawang,0,0,-6.9098629,107.5979708,0.00228728,350602.1,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
OYO 90621 Pondok 23,1101,95289,sumedang,0,7.3,-6.9351279,107.7696196,0.016344881,215244.3333,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OYO 90511 Pondok Damai Guest House Syariah,1114,95798,cirebon,0,7.2,-6.7135781,108.5307682,0.009792935,242083.7,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPOT ON 2584 Hotel Karya Nunggal Asri,1119,95874,bandung,0,6.7,-6.8072299,107.9868897,0.163373992,237557.6,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPOT ON 2584 Hotel Karya Nunggal Asri,1116,95908,bandung,0,6.7,-6.8072299,107.9868897,0.163373992,240147.1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPOT ON 3859 Sweet Candy 2,1112,95981,karawang,0,7.1,-6.2999183,107.2985034,0.009210478,110260.2222,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SPOT ON 2584 Hotel Karya Nunggal Asri,1118,96086,bandung,0,6.7,-6.8072299,107.9868897,0.163373992,236109.3,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPOT ON 3859 Sweet Candy 2,1115,96231,karawang,0,7.1,-6.2999183,107.2985034,0.009210478,121525.8889,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SPOT ON 2584 Hotel Karya Nunggal Asri,1030,96384,bandung,0,6.7,-6.8072299,107.9868897,0.163373992,263484.5,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPOT ON 3859 Sweet Candy 2,1026,96387,karawang,0,7.1,-6.2999183,107.2985034,0.009210478,115670.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
OYO 2088 Grha Blue Sky Syariah,1112,96525,bandung,0,7.6,-6.8843381,107.5780666,0.004496674,462440.7778,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spot ON 2726 Kopo 355 Syariah,1118,96956,bandung,0,7.7,-6.9461058,107.5894906,0.013196175,259927,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OYO 90511 Pondok Damai Guest House Syariah,1113,97556,cirebon,0,7.2,-6.7135781,108.5307682,0.009792935,145384.5,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPOT ON 1055 Sakura Homestay Syariah,1113,97830,bogor,0,7.3,-6.3797773,106.9926581,0.078020392,125960.375,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPOT ON 90171 Pondok Kuning,1118,97876,sumedang,0,7,-6.9373053,107.7606805,0.01715938,243742.2222,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPOT ON 3857 Sweet Candy 1 Syariah,1112,98061,karawang,0,6.2,-6.3182294,107.2886407,0.007413865,36279.125,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SPOT ON 3857 Sweet Candy 1 Syariah,1113,98061,karawang,0,6.2,-6.3182294,107.2886407,0.007413865,84065.55556,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SPOT ON 3857 Sweet Candy 1 Syariah,1115,98061,karawang,0,6.2,-6.3182294,107.2886407,0.007413865,44407.22222,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SPOT ON 3857 Sweet Candy 1 Syariah,1022,98895,karawang,0,6.1,-6.3182294,107.2886407,0.006550056,65332,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
OYO 2950 Grand Suites Palace,1112,98977,cianjur,2,6.4,-6.727102,107.0477931,0.01136698,366130.75,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPOT ON 90171 Pondok Kuning,1116,98983,sumedang,0,7,-6.9373053,107.7606805,0.01715938,243804.3,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPOT ON 2584 Hotel Karya Nunggal Asri,1115,99055,bandung,0,6.7,-6.8072299,107.9868897,0.163373992,238102,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPOT ON 90171 Pondok Kuning,1117,99127,sumedang,0,7,-6.9373053,107.7606805,0.01715938,243361.8,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPOT ON 1055 Sakura Homestay Syariah,1115,99144,bogor,0,7.3,-6.3797773,106.9926581,0.078020392,197993.8889,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spot ON 2726 Kopo 355 Syariah,1113,99146,bandung,0,7.7,-6.9461058,107.5894906,0.013196175,454493.75,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPOT ON 2559 Hotel Handayani,1119,99146,sumedang,1,6.7,-6.8257652,107.9213792,0.119600111,223113.8,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPOT ON 2559 Hotel Handayani,1120,99146,sumedang,1,6.7,-6.8257652,107.9213792,0.119600111,121756.1429,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OYO 2391 Baladewa Residence Syariah,1112,99147,karawang,0,7.3,-6.3312561,107.2894499,0.012919731,95582.3,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
OYO 2391 Baladewa Residence Syariah,1115,99147,karawang,0,7.3,-6.3312561,107.2894499,0.012919731,94406.5,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SPOT ON 3857 Sweet Candy 1 Syariah,1116,99232,karawang,0,6.2,-6.3182294,107.2886407,0.007413865,55935.2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SPOT ON 3857 Sweet Candy 1 Syariah,1114,99383,karawang,0,6.2,-6.3182294,107.2886407,0.007413865,71476,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Wisma Yasmin Syariah,1114,99500,garut,2,8.8,-7.2229283,107.9052341,0.023844796,187020.8,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Wisma Yasmin Syariah,1115,99500,garut,2,8.8,-7.2229283,107.9052341,0.023844796,181334.4,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SPOT ON 3857 Sweet Candy 1 Syariah,1117,99590,karawang,0,6.2,-6.3182294,107.2886407,0.007413865,57708.5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SPOT ON 3857 Sweet Candy 1 Syariah,1121,99675,karawang,0,6.2,-6.3182294,107.2886407,0.007413865,74778.2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SPOT ON 3857 Sweet Candy 1 Syariah,1026,99679,karawang,0,6.1,-6.3182294,107.2886407,0.006550056,57127.7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
OYO 1970 Hotel Priangan Tasikmalaya,1116,99739,tasikmalaya,0,7.1,-7.3272654,108.2190871,0.011722581,306180.5,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OYO 1568 Stasiun Ka Cirebon Guest House,1112,99915,cirebon,0,7.2,-6.7039114,108.5556012,0.002934849,267983.125,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPOT ON 90656 Wisma Harapan,1112,99980,sukabumi,0,5.7,-6.9219286,107.6207405,0.004255241,430784.6,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPOT ON 90656 Wisma Harapan,1116,99980,sukabumi,0,5.6,-6.9219286,107.6207405,0.004255241,267041.9,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPOT ON 90656 Wisma Harapan,1117,99980,sukabumi,0,5.6,-6.9219286,107.6207405,0.004255241,259492.3,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPOT ON 90656 Wisma Harapan,1119,99980,sukabumi,0,5.6,-6.9219286,107.6207405,0.004255241,447629.5,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPOT ON 2750 Ayu Residence Syariah,1113,99980,sukabumi,0,7.9,-6.9796233,106.8307563,0.108500927,300335.25,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPOT ON 2750 Ayu Residence Syariah,1119,99980,sukabumi,0,7.9,-6.9796233,106.8307563,0.108500927,236365,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPOT ON 2750 Ayu Residence Syariah,1020,99996,sukabumi,0,8,-6.9796233,106.8307563,0.108500927,214231.9,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grand Amellia Hotel,1025,100000,bandung,1,8.3,-6.8677856,107.5774688,0.011900449,218177.4,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grand Amellia Hotel,1117,100000,bandung,1,8.3,-6.8677856,107.5774688,0.011900449,277727.2,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Familie Ayu Hotel - Garut City Center,1115,100000,garut,3,8,-7.2188169,107.9054934,0.021916014,180884.4,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SPOT ON 1055 Sakura Homestay Syariah,1120,100448,bogor,0,7.3,-6.3797773,106.9926581,0.078020392,135190.2222,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPOT ON 90656 Wisma Harapan,1115,100657,sukabumi,0,5.5,-6.9219286,107.6207405,0.004255241,249312.8,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OYO 90621 Pondok 23,1116,100660,sumedang,0,7.5,-6.9351279,107.7696196,0.016344881,242295,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPOT ON 3857 Sweet Candy 1 Syariah,1027,100771,karawang,0,6.1,-6.3182294,107.2886407,0.006550056,61058,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SPOT ON 3857 Sweet Candy 1 Syariah,1118,100841,karawang,0,6.2,-6.3182294,107.2886407,0.007413865,59403.3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SPOT ON 2584 Hotel Karya Nunggal Asri,1031,101069,bandung,0,6.7,-6.8072299,107.9868897,0.163373992,233872.5,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OYO 90621 Pondok 23,1028,101098,sumedang,0,7.5,-6.9351279,107.7696196,0.016344881,219295.5,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPOT ON 2584 Hotel Karya Nunggal Asri,1112,101129,bandung,0,6.7,-6.8072299,107.9868897,0.163373992,245887.8,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
