Nama Hotel,Tanggal,Harga,Daerah,Bintang,Rating,Latitude,Longitude,LD,PD,Oktober,November,Weekend,AC,Restaurant,24-Hour Front Desk,Elevator,WiFi,Parking,Swimming Pool,Standard Room,Non-Standrad Room,karangasem,ogan komering ilir,gianyar,tabanan,buleleng,badung,denpasar,jembrana,bangli,klungkung
The Kubu Hotel,1101,48780,badung,2,8,-8.7189484,115.1733533,0.001758499,250246.5556,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
The Kubu Hotel,1121,48780,badung,2,8,-8.7189484,115.1733533,0.001758499,278731.1111,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
The Kubu Hotel,1125,48780,badung,2,8,-8.7189484,115.1733533,0.001758499,265100.1,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
The Kubu Hotel,1126,48780,badung,2,8,-8.7189484,115.1733533,0.001758499,265100.1,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Grandmas Plus Hotel Seminyak,1027,61915,badung,3,8.6,-8.6921607,115.1615769,0.002048879,1096400.857,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Sapta Petala,1127,69300,badung,1,8.6,-8.7324677,115.1713399,0.002655862,283505.9,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
Sapta Petala,1128,69300,badung,1,8.6,-8.7324677,115.1713399,0.002655862,242005.9,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
Grandmas Plus Hotel Seminyak,1107,73500,badung,3,8.6,-8.6921607,115.1615769,0.002048879,862088.125,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Sapta Petala,1125,81900,badung,1,8.6,-8.7324677,115.1713399,0.002655862,261234.2,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
Sapta Petala,1126,81900,badung,1,8.6,-8.7324677,115.1713399,0.002655862,299147.7778,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
Grand Sinar Indah Hotel,1126,87119,badung,3,8.1,-8.7027403,115.16741,0.00187074,644425.625,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Grand Sinar Indah Hotel,1127,87119,badung,3,8.1,-8.7027403,115.16741,0.00187074,606549.1111,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Grand Sinar Indah Hotel,1128,87119,badung,3,8.1,-8.7027403,115.16741,0.00187074,581033.9,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Grandmas Plus Hotel Seminyak,1102,89670,badung,3,8.6,-8.6921607,115.1615769,0.002048879,909021.6,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
The Kubu Hotel,1127,90000,badung,2,8,-8.7189484,115.1733533,0.001758499,219920.1,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
The Kubu Hotel,1128,90000,badung,2,8,-8.7189484,115.1733533,0.001758499,219920.1,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Grandmas Plus Hotel - Legian,1101,93344,badung,3,8.8,-8.7084857,115.1720337,0.001422874,240674.4,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Grandmas Plus Hotel Airport,1027,93344,badung,3,8.7,-8.7417315,115.1814875,0.009321305,149957.125,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Hadi Poetra Hotel,1029,96000,badung,3,8.2,-8.7282211,115.1767921,0.003580001,205931.2,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Hadi Poetra Hotel,1030,96000,badung,3,8.2,-8.7282211,115.1767921,0.003580001,206016.8,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Hadi Poetra Hotel,1031,96386,badung,3,8.2,-8.7282211,115.1767921,0.003580001,205630.8,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Hadi Poetra Hotel,1101,96386,badung,3,8.2,-8.7282211,115.1767921,0.003580001,206448.8,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Hadi Poetra Hotel,1103,96386,badung,3,8.2,-8.7282211,115.1767921,0.003580001,208960.1,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Hadi Poetra Hotel,1104,96386,badung,3,8.2,-8.7282211,115.1767921,0.003580001,173736.2857,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Grand Sinar Indah Hotel,1027,96386,badung,3,8.1,-8.7027403,115.16741,0.001783571,170578.3333,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Grand Sinar Indah Hotel,1029,96386,badung,3,8.1,-8.7027403,115.16741,0.001783571,377176.9,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Grand Sinar Indah Hotel,1030,96386,badung,3,8.1,-8.7027403,115.16741,0.001783571,384975.1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Duo Legian Hotel,1103,99000,badung,2,8.6,-8.7093376,115.1730838,0.001575303,230553.4444,1,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0
OYO 3156 Hotel Warta Dua,1119,99147,denpasar,1.5,7.7,-8.6416334,115.2093387,0.005720489,124428.5556,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
OYO 3156 Hotel Warta Dua,1120,99147,denpasar,1.5,7.7,-8.6416334,115.2093387,0.005720489,101611.1111,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
OYO 3156 Hotel Warta Dua,1121,99147,denpasar,1.5,7.7,-8.6416334,115.2093387,0.005720489,95535.4,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
21 Lodge,1105,100000,badung,1,8.3,-8.798556,115.2170365,0.007428888,358960.3,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
21 Lodge,1106,100000,badung,1,8.3,-8.798556,115.2170365,0.007428888,351634,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
21 Lodge,1107,100000,badung,1,8.4,-8.798556,115.2170365,0.007428888,411934,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
21 Lodge,1108,100000,badung,1,8.4,-8.798556,115.2170365,0.007428888,439159,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Duo Legian Hotel,1102,104303,badung,2,8.6,-8.7093376,115.1730838,0.001575303,212089.7,1,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0
Hotel Sekar Jagat,1027,104767,jembrana,0,7.5,-8.3595671,114.5931775,0.125181716,281399.75,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
Hotel Sekar Jagat,1028,104767,jembrana,0,7.5,-8.3595671,114.5931775,0.125181716,281399.75,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
Hotel Sekar Jagat,1029,104767,jembrana,0,7.5,-8.3595671,114.5931775,0.125181716,449393.4444,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
Hotel Sekar Jagat,1030,104767,jembrana,0,7.5,-8.3595671,114.5931775,0.125181716,449683.7778,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
Hotel Sekar Jagat,1031,104767,jembrana,0,7.5,-8.3595671,114.5931775,0.125181716,452128.2222,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
Hotel Sekar Jagat,1101,104767,jembrana,0,7.5,-8.3595671,114.5931775,0.125181716,512528.9,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
Hotel Sekar Jagat,1102,104767,jembrana,0,7.5,-8.3595671,114.5931775,0.125181716,409233.2,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
Hotel Sekar Jagat,1103,104767,jembrana,0,7.5,-8.3595671,114.5931775,0.125181716,409615.5,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
Hotel Sekar Jagat,1104,104767,jembrana,0,7.5,-8.3595671,114.5931775,0.125181716,249368.2222,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
Hotel Sekar Jagat,1105,104767,jembrana,0,7.5,-8.3595671,114.5931775,0.125181716,255325.8889,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
Hotel Sekar Jagat,1106,104767,jembrana,0,7.5,-8.3595671,114.5931775,0.125181716,450434.6667,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
Hotel Sekar Jagat,1107,104767,jembrana,0,7.5,-8.3595671,114.5931775,0.125181716,408996.6,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
Hotel Sekar Jagat,1108,104767,jembrana,0,7.5,-8.3595671,114.5931775,0.125181716,412283,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
Hotel Sekar Jagat,1119,104767,jembrana,0,7.5,-8.3595671,114.5931775,0.125181716,414658.9,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
Hotel Sekar Jagat,1120,104767,jembrana,0,7.5,-8.3595671,114.5931775,0.125181716,521384.2857,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
Hotel Sekar Jagat,1121,104767,jembrana,0,7.5,-8.3595671,114.5931775,0.125181716,493912.625,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
Hotel Sekar Jagat,1122,104767,jembrana,0,7.5,-8.3595671,114.5931775,0.125181716,633022,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
Hotel Sekar Jagat,1123,104767,jembrana,0,7.5,-8.3595671,114.5931775,0.125181716,411991.9,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
Teba House Ubud by ecommerceloka,1121,107250,gianyar,1,8.1,-8.5158625,115.2649503,0.002865077,269744.6667,0,1,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Teba House Ubud by ecommerceloka,1127,107250,gianyar,1,8.1,-8.5158625,115.2649503,0.002865077,278427.1429,0,1,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
OYO 1356 Gusti Residence,1027,107551,badung,2,8.5,-8.6058043,115.1692586,0.026971511,181613.25,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
OYO 1356 Gusti Residence,1102,107555,badung,2,8.5,-8.6058043,115.1692586,0.026971511,509642.75,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
OYO 3923 Villa Puri Royan,1027,107645,badung,2,8.2,-8.7687698,115.1703154,0.005386015,488385.625,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
OYO 3923 Villa Puri Royan,1029,107645,badung,2,8.2,-8.7687698,115.1703154,0.005386015,735173.4,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
OYO 3923 Villa Puri Royan,1031,107645,badung,2,8.2,-8.7687698,115.1703154,0.005386015,725243.9,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
OYO 3923 Villa Puri Royan,1102,107667,badung,2,8.2,-8.7687698,115.1703154,0.005386015,721751.9,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Teba House Ubud by ecommerceloka,1030,107800,gianyar,1,8.1,-8.5158625,115.2649503,0.002865077,274187,1,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Teba House Ubud by ecommerceloka,1106,107800,gianyar,1,8.1,-8.5158625,115.2649503,0.002865077,264251.125,1,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Dhyana Pura City Hotel,1122,108432,badung,2,8.3,-8.5776991,115.1823901,0.039772502,164845.3,0,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
The Anara Surf Camp,1107,108800,jembrana,2,7.9,-8.4123764,114.7996999,0.180242937,267627.6,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
The Anara Surf Camp,1108,108800,jembrana,2,7.9,-8.4123764,114.7996999,0.180242937,265941.8,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
Dhyana Pura City Hotel,1027,109755,badung,2,8.3,-8.5776991,115.1823901,0.039772502,174523.875,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Dhyana Pura City Hotel,1028,109755,badung,2,8.3,-8.5776991,115.1823901,0.039772502,175981.375,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Dhyana Pura City Hotel,1029,109755,badung,2,8.3,-8.5776991,115.1823901,0.039772502,169348,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Dhyana Pura City Hotel,1030,109755,badung,2,8.3,-8.5776991,115.1823901,0.039772502,169095.7778,1,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Dhyana Pura City Hotel,1031,109755,badung,2,8.3,-8.5776991,115.1823901,0.039772502,167806.4444,1,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Dhyana Pura City Hotel,1101,109755,badung,2,8.3,-8.5776991,115.1823901,0.039772502,164106.8889,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Dhyana Pura City Hotel,1102,109755,badung,2,8.3,-8.5776991,115.1823901,0.039772502,160217.4444,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Dhyana Pura City Hotel,1103,109755,badung,2,8.3,-8.5776991,115.1823901,0.039772502,164383.7778,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Dhyana Pura City Hotel,1104,109755,badung,2,8.3,-8.5776991,115.1823901,0.039772502,174720.5,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Dhyana Pura City Hotel,1105,109755,badung,2,8.3,-8.5776991,115.1823901,0.039772502,174356,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Dhyana Pura City Hotel,1106,109755,badung,2,8.3,-8.5776991,115.1823901,0.039772502,186355.7,1,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Dhyana Pura City Hotel,1108,109755,badung,2,8.3,-8.5776991,115.1823901,0.039772502,175300.7,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Dhyana Pura City Hotel,1123,109755,badung,2,8.3,-8.5776991,115.1823901,0.039772502,179545.4,0,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Dhyana Pura City Hotel,1124,109755,badung,2,8.3,-8.5776991,115.1823901,0.039772502,180198.7,0,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Dhyana Pura City Hotel,1125,109755,badung,2,8.3,-8.5776991,115.1823901,0.039772502,176587.5,0,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Dhyana Pura City Hotel,1126,109755,badung,2,8.3,-8.5776991,115.1823901,0.039772502,168457.1,0,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Dhyana Pura City Hotel,1128,109755,badung,2,8.3,-8.5776991,115.1823901,0.039772502,168659.4,0,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Pesona Beach Inn Hotel,1027,110000,badung,2,7.8,-8.7206597,115.1720726,0.001453862,335787,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Pesona Beach Inn Hotel,1028,110000,badung,2,7.8,-8.7206597,115.1720726,0.001453862,347512,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Pesona Beach Inn Hotel,1029,110000,badung,2,7.8,-8.7206597,115.1720726,0.001453862,262956.3,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Pesona Beach Inn Hotel,1030,110000,badung,2,7.8,-8.7206597,115.1720726,0.001453862,299665.4,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Pesona Beach Inn Hotel,1031,110000,badung,2,7.8,-8.7206597,115.1720726,0.001453862,294720.9,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Pesona Beach Inn Hotel,1101,110000,badung,2,7.8,-8.7206597,115.1720726,0.001453862,259511,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Pesona Beach Inn Hotel,1102,110000,badung,2,7.8,-8.7206597,115.1720726,0.001453862,253777.6,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Pesona Beach Inn Hotel,1103,110000,badung,2,7.8,-8.7206597,115.1720726,0.001453862,268404.2,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Pesona Beach Inn Hotel,1104,110000,badung,2,7.8,-8.7206597,115.1720726,0.001453862,307783.5714,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Pesona Beach Inn Hotel,1105,110000,badung,2,7.8,-8.7206597,115.1720726,0.001453862,310263.7143,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Pesona Beach Inn Hotel,1106,110000,badung,2,7.8,-8.7206597,115.1720726,0.001453862,76500.5,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Pesona Beach Inn Hotel,1107,110000,badung,2,7.8,-8.7206597,115.1720726,0.001453862,249549,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Pesona Beach Inn Hotel,1108,110000,badung,2,7.8,-8.7206597,115.1720726,0.001453862,262874.7,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Teba House Ubud by ecommerceloka,1027,110000,gianyar,1,8.1,-8.5158625,115.2649503,0.002865077,227028,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Teba House Ubud by ecommerceloka,1029,110000,gianyar,1,8.1,-8.5158625,115.2649503,0.002865077,270261.6,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Teba House Ubud by ecommerceloka,1104,110000,gianyar,1,8.1,-8.5158625,115.2649503,0.002865077,276992,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Teba House Ubud by ecommerceloka,1107,110000,gianyar,1,8.1,-8.5158625,115.2649503,0.002865077,291213.3333,1,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Teba House Ubud by ecommerceloka,1108,110000,gianyar,1,8.1,-8.5158625,115.2649503,0.002865077,285329.5556,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Pesona Beach Inn Hotel,1119,110000,badung,2,7.8,-8.7206597,115.1720726,0.001453862,288917.6667,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Pesona Beach Inn Hotel,1121,110000,badung,2,7.8,-8.7206597,115.1720726,0.001453862,275117.1,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Pesona Beach Inn Hotel,1122,110000,badung,2,7.8,-8.7206597,115.1720726,0.001453862,277828.9,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Pesona Beach Inn Hotel,1123,110000,badung,2,7.8,-8.7206597,115.1720726,0.001453862,270361.9,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Pesona Beach Inn Hotel,1124,110000,badung,2,7.8,-8.7206597,115.1720726,0.001453862,275809.1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Pesona Beach Inn Hotel,1125,110000,badung,2,7.8,-8.7206597,115.1720726,0.001453862,316353.5,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Pesona Beach Inn Hotel,1126,110000,badung,2,7.8,-8.7206597,115.1720726,0.001453862,334601.7,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Pesona Beach Inn Hotel,1127,110000,badung,2,7.8,-8.7206597,115.1720726,0.001453862,274161.5,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Pesona Beach Inn Hotel,1128,110000,badung,2,7.8,-8.7206597,115.1720726,0.001453862,283301.2,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Teba House Ubud by ecommerceloka,1119,110000,gianyar,1,8.1,-8.5158625,115.2649503,0.002865077,284791.375,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Teba House Ubud by ecommerceloka,1123,110000,gianyar,1,8.1,-8.5158625,115.2649503,0.002865077,280401.2222,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Teba House Ubud by ecommerceloka,1124,110000,gianyar,1,8.1,-8.5158625,115.2649503,0.002865077,283604,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Teba House Ubud by ecommerceloka,1125,110000,gianyar,1,8.1,-8.5158625,115.2649503,0.002865077,307654.375,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Troppo Zone Puri Rama Resort,1127,110700,badung,3,7.4,-8.7174626,115.1751449,0.001483093,124491.6667,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Troppo Zone Puri Rama Resort,1128,110700,badung,3,7.4,-8.7174626,115.1751449,0.001483093,128854.5,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
OYO 2184 Nan Berlian Inn,1123,111088,badung,2,7.5,-8.7142313,115.1720151,0.001629851,151794.5,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
OYO 2184 Nan Berlian Inn,1027,111107,badung,2,7.5,-8.7142313,115.1720151,0.001629851,151043,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
OYO 1762 Hotel Astiti Graha Tanah Lot,1027,111107,tabanan,2,7.2,-8.61426,115.0960526,0.040959241,293340,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
The Anara Surf Camp,1027,112000,jembrana,2,7.9,-8.4123764,114.7996999,0.180242937,247084.5,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
The Anara Surf Camp,1028,112000,jembrana,2,7.9,-8.4123764,114.7996999,0.180242937,247084.5,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
The Anara Surf Camp,1029,112000,jembrana,2,7.9,-8.4123764,114.7996999,0.180242937,284964,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
The Anara Surf Camp,1030,112000,jembrana,2,7.9,-8.4123764,114.7996999,0.180242937,290519.5556,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
The Anara Surf Camp,1031,112000,jembrana,2,7.9,-8.4123764,114.7996999,0.180242937,292964,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
The Anara Surf Camp,1101,112000,jembrana,2,7.9,-8.4123764,114.7996999,0.180242937,260067.6,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
The Anara Surf Camp,1102,112000,jembrana,2,7.9,-8.4123764,114.7996999,0.180242937,229293.1111,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
The Anara Surf Camp,1103,112000,jembrana,2,7.9,-8.4123764,114.7996999,0.180242937,229293.1111,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
The Anara Surf Camp,1104,112000,jembrana,2,7.9,-8.4123764,114.7996999,0.180242937,261247.7778,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
The Anara Surf Camp,1105,112000,jembrana,2,7.9,-8.4123764,114.7996999,0.180242937,261247.7778,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
The Anara Surf Camp,1106,112000,jembrana,2,7.9,-8.4123764,114.7996999,0.180242937,281686.2222,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
The Kubu Hotel,1102,112500,badung,2,8,-8.7189484,115.1733533,0.001758499,182682.1111,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
The Kubu Hotel,1103,112500,badung,2,8,-8.7189484,115.1733533,0.001758499,189700,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
The Kubu Hotel,1104,112500,badung,2,8,-8.7189484,115.1733533,0.001758499,109700,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
The Kubu Hotel,1107,112500,badung,2,8,-8.7189484,115.1733533,0.001758499,194000,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
The Kubu Hotel,1108,112500,badung,2,8,-8.7189484,115.1733533,0.001758499,194763.9,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
The Kubu Hotel,1122,112500,badung,2,8,-8.7189484,115.1733533,0.001758499,205280,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
The Kubu Hotel,1123,112500,badung,2,8,-8.7189484,115.1733533,0.001758499,197920.1,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
The Kubu Hotel,1124,112500,badung,2,8,-8.7189484,115.1733533,0.001758499,201880.1,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Pondok Anyar Hotel,1119,112800,badung,2,8.1,-8.7313371,115.170738,0.002489641,157925.3,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Pondok Anyar Hotel,1120,112800,badung,2,8.1,-8.7313371,115.170738,0.002489641,158490.3333,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Pondok Anyar Hotel,1121,112800,badung,2,8.1,-8.7313371,115.170738,0.002489641,138055.1111,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
