Nama Hotel,Tanggal,Harga,Daerah,Bintang,Rating,Latitude,Longitude,LD,PD,Oktober,November,Weekend,AC,Restaurant,24-Hour Front Desk,Elevator,WiFi,Parking,Swimming Pool,Standard Room,Non-Standrad Room,sleman,yogyakarta,bantul,kulon progo,gunungkidul
Hotel Pakuning,1025,170000,yogyakarta,0,7.7,-7.78101,110.36682,0.001999552,234343.8,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0
Hotel Pakuning,1026,170000,yogyakarta,0,7.7,-7.78101,110.36682,0.001999552,241713.1,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0
Hotel Pakuning,1027,170000,yogyakarta,0,7.7,-7.78101,110.36682,0.001999552,225899.2,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0
Hotel Pakuning,1028,170000,yogyakarta,0,7.7,-7.78101,110.36682,0.001999552,302106.8889,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0
Hotel Pakuning,1029,170000,yogyakarta,0,7.7,-7.78101,110.36682,0.001999552,261077.6667,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0
Hotel Pakuning,1030,170000,yogyakarta,0,7.7,-7.78101,110.36682,0.001999552,379737.875,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0
Hotel Pakuning,1031,170000,yogyakarta,0,7.7,-7.78101,110.36682,0.001999552,194459,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0
Hotel Pakuning,1101,170000,yogyakarta,0,7.7,-7.78101,110.36682,0.001999552,216814.6,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0
Hotel Paramitha,1021,170000,yogyakarta,1,8.2,-7.7810309,110.3866522,0.003220056,278313.7778,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0
Hotel Paramitha,1022,170000,yogyakarta,1,8.2,-7.7810309,110.3866522,0.003220056,434624.875,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0
Hotel Paramitha,1023,170000,yogyakarta,1,8.2,-7.7810309,110.3866522,0.003220056,575899.75,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0
Hotel Paramitha,1024,170000,yogyakarta,1,8.2,-7.7810309,110.3866522,0.003220056,203360.5,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0
Hotel Paramitha,1025,170000,yogyakarta,1,8.2,-7.7810309,110.3866522,0.003220056,203625,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0
Hotel Paramitha,1026,170000,yogyakarta,1,8.2,-7.7810309,110.3866522,0.003220056,251065,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0
Hotel Paramitha,1027,170000,yogyakarta,1,8.2,-7.7810309,110.3866522,0.003220056,251507.6,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0
Hotel Paramitha,1028,170000,yogyakarta,1,8.2,-7.7810309,110.3866522,0.003220056,298205.5556,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0
Hotel Paramitha,1029,170000,yogyakarta,1,8.2,-7.7810309,110.3866522,0.003220056,342752.3333,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0
Hotel Paramitha,1030,170000,yogyakarta,1,8.2,-7.7810309,110.3866522,0.003220056,563411,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0
Hotel Paramitha,1031,170000,yogyakarta,1,8.2,-7.7810309,110.3866522,0.003220056,195790,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0
Hotel Matahari Yogyakarta,1021,170000,yogyakarta,2,7.9,-7.8218909,110.3682177,0.001662047,214932.1111,1,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0
Hotel Matahari Yogyakarta,1022,170000,yogyakarta,2,7.9,-7.8218909,110.3682177,0.001662047,151938.375,1,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0
Hotel Matahari Yogyakarta,1024,170000,yogyakarta,2,7.9,-7.8218909,110.3682177,0.001662047,162359,1,0,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0
Hotel Matahari Yogyakarta,1025,170000,yogyakarta,2,7.9,-7.8218909,110.3682177,0.001662047,156579.6,1,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0
Hotel Matahari Yogyakarta,1026,170000,yogyakarta,2,7.9,-7.8218909,110.3682177,0.001662047,157876.7,1,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0
Hotel Matahari Yogyakarta,1027,170000,yogyakarta,2,7.9,-7.8218909,110.3682177,0.001662047,150258.3333,1,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0
Hotel Matahari Yogyakarta,1028,170000,yogyakarta,2,7.9,-7.8218909,110.3682177,0.001662047,166922,1,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0
Hotel Matahari Yogyakarta,1029,170000,yogyakarta,2,7.9,-7.8218909,110.3682177,0.001662047,200818.5,1,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0
Urban Nurdiono Hotel,1101,170000,yogyakarta,0,7.5,-7.7957729,110.3909345,0.00415988,159903.1,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0
Flory Hotel,1030,170000,bantul,0,7.7,-7.8349918,110.3634819,0.011111479,202247.25,1,0,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0
Sumaryo Hotel,1020,170000,yogyakarta,0,8.2,-7.8193678,110.3705262,0.001028074,124354,1,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0
Sumaryo Hotel,1021,170000,yogyakarta,0,8.3,-7.8193678,110.3705262,0.001028074,169330.7778,1,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0
Sumaryo Hotel,1022,170000,yogyakarta,0,8.3,-7.8193678,110.3705262,0.001028074,117878.75,1,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0
Sumaryo Hotel,1024,170000,yogyakarta,0,8.3,-7.8193678,110.3705262,0.001028074,82280.44444,1,0,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0
Sumaryo Hotel,1025,170000,yogyakarta,0,8.3,-7.8193678,110.3705262,0.001028074,76805.22222,1,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0
Sumaryo Hotel,1026,170000,yogyakarta,0,8.3,-7.8193678,110.3705262,0.001028074,87111.2,1,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0
Sumaryo Hotel,1031,170000,yogyakarta,0,8.3,-7.8193678,110.3705262,0.001028074,81782.875,1,0,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0
Sumaryo Hotel,1101,170000,yogyakarta,0,8.3,-7.8193678,110.3705262,0.001028074,90303.2,1,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0
Hotel Bifa Yogyakarta,1020,170000,yogyakarta,2,8,-7.8185369,110.3940523,0.007457011,47450,1,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0
Hotel Bifa Yogyakarta,1021,170000,yogyakarta,2,8,-7.8185369,110.3940523,0.007457011,64511.11111,1,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0
Hotel Bifa Yogyakarta,1022,170000,yogyakarta,2,8,-7.8185369,110.3940523,0.007457011,88060,1,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0
Hotel Bifa Yogyakarta,1024,170000,yogyakarta,2,8,-7.8185369,110.3940523,0.007457011,63400,1,0,1,0,1,1,0,1,1,0,1,0,0,1,0,0,0
Hotel Bifa Yogyakarta,1025,170000,yogyakarta,2,8,-7.8185369,110.3940523,0.007457011,50177.77778,1,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0
Hotel Bifa Yogyakarta,1026,170000,yogyakarta,2,8,-7.8185369,110.3940523,0.007457011,44622.22222,1,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0
Hotel Bifa Yogyakarta,1027,170000,yogyakarta,2,8,-7.8185369,110.3940523,0.007457011,50177.77778,1,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0
Hotel Bifa Yogyakarta,1028,170000,yogyakarta,2,8,-7.8185369,110.3940523,0.007457011,55660,1,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0
Hotel Bifa Yogyakarta,1029,170000,yogyakarta,2,8,-7.8185369,110.3940523,0.007457011,84743,1,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0
Hotel Bifa Yogyakarta,1030,170000,yogyakarta,2,8,-7.8185369,110.3940523,0.007457011,91404.11111,1,0,1,0,1,1,0,1,1,0,1,0,0,1,0,0,0
Hotel Bifa Yogyakarta,1031,170000,yogyakarta,2,8,-7.8185369,110.3940523,0.007457011,69627.77778,1,0,1,0,1,1,0,1,1,0,1,0,0,1,0,0,0
Sky Hotel Jogja,1020,170000,yogyakarta,1,8.4,-7.7917531,110.3736204,0.004525634,113974.9,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0
The Cabin Hotel Gandekan,1029,170000,yogyakarta,1,8.5,-7.7933216,110.3614854,0.001485354,157332.875,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0
The Cabin Hotel Bhayangkara,1022,170000,yogyakarta,1,8.7,-7.8003659,110.3618935,0.003424885,245764.8889,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0
Hotel Pakuning,1112,170000,yogyakarta,0,7.7,-7.78101,110.36682,0.001999552,232231.125,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0
Hotel Pakuning,1114,170000,yogyakarta,0,7.7,-7.78101,110.36682,0.001999552,210522.2222,0,1,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0
Hotel Pakuning,1115,170000,yogyakarta,0,7.7,-7.78101,110.36682,0.001999552,239076.2222,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0
Hotel Pakuning,1116,170000,yogyakarta,0,7.7,-7.78101,110.36682,0.001999552,223790.5,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0
Hotel Pakuning,1117,170000,yogyakarta,0,7.7,-7.78101,110.36682,0.001999552,308014.3,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0
Hotel Pakuning,1118,170000,yogyakarta,0,7.7,-7.78101,110.36682,0.001999552,380526,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0
Hotel Pakuning,1121,170000,yogyakarta,0,7.7,-7.78101,110.36682,0.001999552,271707.1111,0,1,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0
Grha Somaya Hotel,1112,170000,yogyakarta,0,8,-7.8157575,110.3776787,0.004689801,193299.1111,0,1,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0
Grha Somaya Hotel,1114,170000,yogyakarta,0,8,-7.8157575,110.3776787,0.004689801,107466.7778,0,1,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0
Grha Somaya Hotel,1115,170000,yogyakarta,0,8,-7.8157575,110.3776787,0.004689801,107635.9,0,1,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0
Grha Somaya Hotel,1116,170000,yogyakarta,0,8,-7.8157575,110.3776787,0.004689801,122074.8889,0,1,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0
Grha Somaya Hotel,1117,170000,yogyakarta,0,8,-7.8157575,110.3776787,0.004689801,149664.5,0,1,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0
Grha Somaya Hotel,1118,170000,yogyakarta,0,8,-7.8157575,110.3776787,0.004689801,118110,0,1,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0
Grha Somaya Hotel,1121,170000,yogyakarta,0,8,-7.8157575,110.3776787,0.004689801,138624.5,0,1,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0
Hotel Bifa Yogyakarta,1112,170000,yogyakarta,2,8,-7.8185369,110.3940523,0.007457011,76493.66667,0,1,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0
Hotel Bifa Yogyakarta,1113,170000,yogyakarta,2,8,-7.8185369,110.3940523,0.007457011,90658.14286,0,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0,0
Hotel Bifa Yogyakarta,1114,170000,yogyakarta,2,8,-7.8185369,110.3940523,0.007457011,47725,0,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0,0
Hotel Bifa Yogyakarta,1115,170000,yogyakarta,2,8,-7.8185369,110.3940523,0.007457011,48555.55556,0,1,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0
Hotel Bifa Yogyakarta,1119,170000,yogyakarta,2,8,-7.8185369,110.3940523,0.007457011,73325,0,1,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0
Hotel Bifa Yogyakarta,1120,170000,yogyakarta,2,8,-7.8185369,110.3940523,0.007457011,89683.33333,0,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0,0
The Cabin Purwokinanti Hotel,1121,170000,yogyakarta,0,0,-7.7968731,110.3708432,0.003006063,168249.4,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
Sumaryo Hotel,1114,170000,yogyakarta,0,8.3,-7.8193678,110.3705262,0.001028074,74193.55556,0,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0
Sumaryo Hotel,1115,170000,yogyakarta,0,8.3,-7.8193678,110.3705262,0.001028074,87927.2,0,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0
Sumaryo Hotel,1116,170000,yogyakarta,0,8.3,-7.8193678,110.3705262,0.001028074,99253.8,0,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0
Sumaryo Hotel,1117,170000,yogyakarta,0,8.3,-7.8193678,110.3705262,0.001028074,133435.8,0,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0
Satya Graha Hotel,1115,170000,yogyakarta,0,8.3,-7.8157542,110.3879278,0.004681612,75833.44444,0,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0
Satya Graha Hotel,1119,170000,yogyakarta,0,8.3,-7.8157542,110.3879278,0.004681612,134560.6667,0,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0
Satya Graha Hotel,1121,170000,yogyakarta,0,8.3,-7.8157542,110.3879278,0.004681612,82844.55556,0,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0
The Cabin Hotel Bhayangkara,1116,170000,yogyakarta,1,8.7,-7.8003659,110.3618935,0.003424885,182001.125,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0
SPOT ON 90276 Mayasari Guesthouse Pantai Krakal,1116,170042,gunungkidul,0,0,-8.1445798,110.5988159,0.172447987,180900.6667,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
OYO 90000 Adya Nalendra Boutique Hotel,1021,170051,yogyakarta,2,7.9,-7.7793985,110.3640747,0.003130868,60389.5,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0
Satriafi Hotel,1020,170198,sleman,3.5,0,-7.5998023,110.4278834,0.015892072,154806.5556,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0
Satriafi Hotel,1021,170198,sleman,3.5,0,-7.5998023,110.4278834,0.015892072,189072.7,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0
Satriafi Hotel,1022,170198,sleman,3.5,0,-7.5998023,110.4278834,0.015892072,163794.25,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0
Satriafi Hotel,1023,170198,sleman,3.5,0,-7.5998023,110.4278834,0.015892072,133794.25,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0
Satriafi Hotel,1024,170198,sleman,3.5,0,-7.5998023,110.4278834,0.015892072,208106,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0
Satriafi Hotel,1025,170198,sleman,3.5,0,-7.5998023,110.4278834,0.015892072,186672.8,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0
Satriafi Hotel,1026,170198,sleman,3.5,0,-7.5998023,110.4278834,0.015892072,152733.8,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0
Satriafi Hotel,1027,170198,sleman,3.5,0,-7.5998023,110.4278834,0.015892072,171314.1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0
Satriafi Hotel,1028,170198,sleman,3.5,0,-7.5998023,110.4278834,0.015892072,160814.1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0
Satriafi Hotel,1029,170198,sleman,3.5,0,-7.5998023,110.4278834,0.015892072,203545.8,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0
Satriafi Hotel,1030,170198,sleman,3.5,0,-7.5998023,110.4278834,0.015892072,245484.1,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0
Satriafi Hotel,1031,170198,sleman,3.5,0,-7.5998023,110.4278834,0.015892072,162405.9,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0
Satriafi Hotel,1101,170198,sleman,3.5,0,-7.5998023,110.4278834,0.015892072,148277.8,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0
Satriafi Hotel,1112,170198,sleman,3.5,0,-7.5998023,110.4278834,0.015892072,378800.6667,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0
Satriafi Hotel,1113,170198,sleman,3.5,0,-7.5998023,110.4278834,0.015892072,527502,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0
Satriafi Hotel,1114,170198,sleman,3.5,0,-7.5998023,110.4278834,0.015892072,229467.2,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0
Satriafi Hotel,1115,170198,sleman,3.5,0,-7.5998023,110.4278834,0.015892072,119217.7,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0
Satriafi Hotel,1116,170198,sleman,3.5,0,-7.5998023,110.4278834,0.015892072,138682.8,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0
Satriafi Hotel,1117,170198,sleman,3.5,0,-7.5998023,110.4278834,0.015892072,144972.8,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0
Satriafi Hotel,1118,170198,sleman,3.5,0,-7.5998023,110.4278834,0.015892072,137214,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0
Satriafi Hotel,1119,170198,sleman,3.5,0,-7.5998023,110.4278834,0.015892072,445307.375,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0
Satriafi Hotel,1120,170198,sleman,3.5,0,-7.5998023,110.4278834,0.015892072,503871.6667,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0
Satriafi Hotel,1121,170198,sleman,3.5,0,-7.5998023,110.4278834,0.015892072,133801.3333,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0
OYO 90669 Omah Candi Sari,1027,170363,kulon progo,0,0,-7.8724151,110.0528212,0.182277763,75328.11111,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0
OYO 90669 Omah Candi Sari,1022,170492,kulon progo,0,0,-7.8724151,110.0528212,0.182277763,148880.3,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0
OYO 90669 Omah Candi Sari,1023,170562,kulon progo,0,0,-7.8724151,110.0528212,0.182277763,169527.4444,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0
OYO 90669 Omah Candi Sari,1020,170698,kulon progo,0,0,-7.8724151,110.0528212,0.182277763,105762.75,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0
OYO 1533 The Paris Ocean,1022,170714,bantul,1,7.8,-8.019912,110.32714,0.038420462,67530.875,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0
OYO 1226 Al Abror Homestay,1027,170726,yogyakarta,2,8.2,-7.7952014,110.3872743,0.005404793,145419.875,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0
OYO 2008 Sellinas Family Residence  Near RSUP Dr Sardjito,1024,170727,sleman,0,8.1,-7.7633478,110.3828007,0.006607077,137527.3,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0
OYO 90669 Omah Candi Sari,1028,170737,kulon progo,0,0,-7.8724151,110.0528212,0.182277763,113070,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0
OYO 90669 Omah Candi Sari,1026,170844,kulon progo,0,0,-7.8724151,110.0528212,0.182277763,110416.9,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0
OYO 1309 Hotel Shafira Syariah,1022,170881,yogyakarta,2,7.9,-7.7917636,110.3569436,0.003012051,145956.5714,1,0,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0
OYO 90669 Omah Candi Sari,1024,170882,kulon progo,0,0,-7.8724151,110.0528212,0.182277763,105203.8,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0
Homestay HD Inn,1028,170920,yogyakarta,0,7.3,-7.799674,110.3663443,0.003806162,333633.6,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0
Bueno Colombo Hotel,1030,170926,sleman,3,8.2,-7.7683036,110.4703292,0.035456087,78872.14286,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0
OYO 90669 Omah Candi Sari,1021,170944,kulon progo,0,0,-7.8724151,110.0528212,0.182277763,152411.5,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0
OYO 1533 The Paris Ocean,1028,170999,bantul,1,7.8,-8.019912,110.32714,0.038420462,147347.9,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0
PURI SIDIKAN INN,1022,171000,yogyakarta,0,8.5,-7.8177958,110.3844669,0.005180395,159888.8889,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0
PURI SIDIKAN INN,1023,171000,yogyakarta,0,8.5,-7.8177958,110.3844669,0.005180395,125911.5,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0
PURI SIDIKAN INN,1029,171000,yogyakarta,0,8.5,-7.8177958,110.3844669,0.005180395,121343.2,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0
PURI SIDIKAN INN,1030,171000,yogyakarta,0,8.5,-7.8177958,110.3844669,0.005180395,90643,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0
OYO 90676 Oryza Hotel,1030,171098,yogyakarta,0,0,-7.791767,110.3627626,0.000694024,282408.6667,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0
Urban Fendi's Tirtodipuran,1029,171190,yogyakarta,0,8.3,-7.8183049,110.362781,0.003326097,218835,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0
OYO 524 Makuta Hotel Near RSUD Kota Yogyakarta,1031,171261,yogyakarta,2,7.9,-7.8201791,110.3708759,0.001047061,111940.375,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0
OYO 3819 Hotel Winotosastro,1101,171298,yogyakarta,2,8.3,-7.8177583,110.3683217,0.002117865,118903.5,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0
SPOT ON 90276 Mayasari Guesthouse Pantai Krakal,1020,171535,gunungkidul,0,0,-8.1445798,110.5988159,0.172447987,87625.75,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
OYO 1829 Zaira House,1026,171674,sleman,1,7.5,-7.7369873,110.3728002,0.009800661,124761.2222,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0
OYO 1226 Al Abror Homestay,1026,171735,yogyakarta,2,8.2,-7.7952014,110.3872743,0.005404793,128403.25,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0
OYO 348 Hotel Dieng Permai,1028,171879,yogyakarta,0,6.9,-7.7859389,110.3630545,0.001982539,354840.2222,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0
Limasan Mbah Darmo,1021,171885,gunungkidul,0,0,-8.1499736,110.6140054,0.180192764,91812,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1
JJ House Gejayan,1022,171899,sleman,0,7.7,-7.7714873,110.3889605,0.004764948,349881.8889,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0
OYO 1162 ZE Room,1023,172027,sleman,1,8.3,-7.7641518,110.4234595,0.009745081,203872.5,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0
OYO 1226 Al Abror Homestay,1024,172063,yogyakarta,2,8.2,-7.7952014,110.3872743,0.005404793,176441.1,1,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0
Limasan Mbah Darmo,1027,172076,gunungkidul,0,0,-8.1499736,110.6140054,0.180192764,156510.4,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1
OYO 90496 Izzi Ekslusif,1120,172104,sleman,0,6.3,-7.7669237,110.3960577,0.003568316,123049,0,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0
Hotel Bugis Asri,1020,172222,yogyakarta,1,8.2,-7.8121121,110.3517294,0.008532125,65796.125,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0
Hotel Bugis Asri,1112,172222,yogyakarta,1,8.2,-7.8121121,110.3517294,0.008721278,64920.22222,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0
Hotel Bugis Asri,1115,172222,yogyakarta,1,8.2,-7.8121121,110.3517294,0.008721278,55362.57143,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0
OYO 3819 Hotel Winotosastro,1021,172378,yogyakarta,2,8.3,-7.8177583,110.3683217,0.002117865,176042.7,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0
OYO 1829 Zaira House,1027,172386,sleman,1,7.5,-7.7369873,110.3728002,0.009800661,153764.2,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0
OYO 3906 Dalem Putu Sanjaya Syariah,1117,172389,sleman,2,9.1,-7.7244421,110.3768285,0.013098652,80816.55556,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Penginapan Rudi,1020,172459,bantul,0,7.6,-7.8774613,110.4551221,0.079335003,50760.375,1,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Penginapan Rudi,1021,172459,bantul,0,7.6,-7.8774613,110.4551221,0.079335003,66089.55556,1,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Penginapan Rudi,1026,172459,bantul,0,7.9,-7.8774613,110.4551221,0.079335003,47688.88889,1,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Penginapan Rudi,1027,172459,bantul,0,7.9,-7.8774613,110.4551221,0.079335003,43796.75,1,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Penginapan Rudi,1028,172459,bantul,0,7.9,-7.8774613,110.4551221,0.079335003,54132.3,1,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Penginapan Rudi,1029,172459,bantul,0,7.9,-7.8774613,110.4551221,0.079335003,91921.11111,1,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
OYO 572 Omah Gedongkuning Syariah Homestay,1027,172725,yogyakarta,2,8.3,-7.8025393,110.4014678,0.008475197,130329.375,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0
OYO 611 The Edwin Syariah,1112,172825,bantul,2,8.7,-7.8080166,110.3407556,0.011341322,119730.8889,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
OYO 1829 Zaira House,1029,172832,sleman,1,7.5,-7.7369873,110.3728002,0.009800661,182206,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0
Limasan Mbah Darmo,1025,172859,gunungkidul,0,0,-8.1499736,110.6140054,0.180192764,83696.22222,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1
OYO 3267 Omah Suryo,1025,172892,yogyakarta,0,7.3,-7.8114695,110.3547248,0.008134248,119862.6,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0
